Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
230.00 ,100.01 ,305.00 ,109.00 ,122.00 ,171.00 ,28.23 ,54.19 ,17.60 ,0.33 
231.00 ,106.31 ,306.00 ,111.00 ,123.00 ,173.00 ,28.16 ,55.09 ,23.06 ,0.61 
232.00 ,125.90 ,306.00 ,110.00 ,122.00 ,173.00 ,28.20 ,69.58 ,28.13 ,0.35 
233.00 ,131.44 ,303.00 ,110.00 ,122.00 ,172.00 ,28.21 ,55.96 ,47.28 ,0.36 
234.00 ,139.49 ,303.00 ,110.00 ,123.00 ,174.00 ,28.22 ,57.55 ,53.71 ,0.26 
235.00 ,104.12 ,305.00 ,110.00 ,122.00 ,174.00 ,28.21 ,54.87 ,21.03 ,0.14 
236.00 ,145.15 ,302.00 ,109.00 ,122.00 ,173.00 ,28.67 ,64.06 ,52.42 ,0.34 
237.00 ,109.07 ,304.00 ,110.00 ,122.00 ,173.00 ,28.25 ,59.16 ,21.65 ,0.31 
238.00 ,110.08 ,303.00 ,108.00 ,122.00 ,173.00 ,28.16 ,63.12 ,18.80 ,0.41 
239.00 ,103.22 ,303.00 ,109.00 ,122.00 ,172.00 ,28.14 ,57.58 ,17.50 ,0.32 
240.00 ,109.04 ,303.00 ,108.00 ,120.00 ,173.00 ,28.16 ,61.80 ,19.09 ,0.53 
241.00 ,160.82 ,303.00 ,109.00 ,119.00 ,172.00 ,28.10 ,65.49 ,67.23 ,0.29 
242.00 ,147.34 ,303.00 ,109.00 ,118.00 ,171.00 ,28.17 ,52.92 ,66.25 ,0.54 
243.00 ,111.52 ,302.00 ,107.00 ,117.00 ,171.00 ,28.77 ,62.24 ,20.51 ,0.49 
244.00 ,101.12 ,304.00 ,108.00 ,117.00 ,171.00 ,28.25 ,50.49 ,22.37 ,0.29 
245.00 ,113.76 ,301.00 ,107.00 ,117.00 ,172.00 ,28.29 ,64.87 ,20.61 ,0.14 
246.00 ,112.33 ,303.00 ,107.00 ,117.00 ,171.00 ,28.83 ,63.50 ,19.99 ,0.22 
247.00 ,115.08 ,306.00 ,108.00 ,117.00 ,170.00 ,28.67 ,68.43 ,17.98 ,0.52 
248.00 ,114.60 ,307.00 ,108.00 ,117.00 ,172.00 ,28.12 ,63.62 ,22.87 ,0.53 
249.00 ,105.56 ,307.00 ,108.00 ,117.00 ,171.00 ,28.01 ,54.83 ,22.71 ,0.26 
250.00 ,138.69 ,309.00 ,108.00 ,117.00 ,171.00 ,28.00 ,47.10 ,63.59 ,0.27 
251.00 ,124.52 ,304.00 ,108.00 ,118.00 ,170.00 ,27.95 ,73.83 ,22.74 ,0.69 
252.00 ,110.91 ,304.00 ,107.00 ,119.00 ,170.00 ,28.02 ,60.76 ,22.14 ,0.34 
253.00 ,117.99 ,304.00 ,106.00 ,119.00 ,169.00 ,28.07 ,60.96 ,28.96 ,0.59 
254.00 ,105.80 ,306.00 ,105.00 ,119.00 ,169.00 ,28.55 ,59.44 ,17.81 ,0.42 
255.00 ,105.19 ,305.00 ,105.00 ,118.00 ,169.00 ,28.06 ,56.03 ,21.10 ,0.23 
256.00 ,114.39 ,306.00 ,105.00 ,117.00 ,169.00 ,28.04 ,64.96 ,21.38 ,0.36 
257.00 ,97.72 ,302.00 ,106.00 ,115.00 ,169.00 ,28.03 ,48.42 ,21.27 ,0.49 
258.00 ,103.94 ,301.00 ,105.00 ,115.00 ,169.00 ,28.04 ,57.68 ,18.21 ,0.18 
259.00 ,122.98 ,300.00 ,105.00 ,115.00 ,170.00 ,28.52 ,68.05 ,26.42 ,0.30 
260.00 ,104.15 ,298.00 ,105.00 ,115.00 ,168.00 ,29.84 ,54.57 ,19.74 ,0.70 
261.00 ,146.81 ,297.00 ,104.00 ,115.00 ,168.00 ,29.86 ,62.67 ,54.28 ,0.28 
262.00 ,147.04 ,298.00 ,104.00 ,115.00 ,169.00 ,29.84 ,56.81 ,60.39 ,0.15 
263.00 ,113.25 ,295.00 ,102.00 ,116.00 ,167.00 ,29.87 ,60.84 ,22.54 ,0.49 
264.00 ,136.39 ,293.00 ,103.00 ,117.00 ,167.00 ,28.57 ,62.63 ,45.20 ,0.39 
265.00 ,137.62 ,293.00 ,102.00 ,115.00 ,165.00 ,28.58 ,67.94 ,41.09 ,0.32 
266.00 ,146.04 ,293.00 ,103.00 ,114.00 ,165.00 ,28.59 ,55.48 ,61.97 ,0.45 
267.00 ,154.77 ,293.00 ,102.00 ,115.00 ,165.00 ,28.09 ,55.86 ,70.81 ,0.38 
268.00 ,114.66 ,292.00 ,103.00 ,114.00 ,165.00 ,28.58 ,65.01 ,21.07 ,0.33 
269.00 ,93.87 ,291.00 ,103.00 ,113.00 ,166.00 ,28.60 ,48.09 ,17.17 ,0.35 
270.00 ,123.53 ,290.00 ,103.00 ,114.00 ,165.00 ,29.91 ,72.31 ,21.30 ,0.43 
271.00 ,115.88 ,290.00 ,103.00 ,112.00 ,166.00 ,29.91 ,66.01 ,19.95 ,0.50 
272.00 ,149.13 ,290.00 ,102.00 ,112.00 ,168.00 ,29.92 ,53.37 ,65.83 ,0.33 
273.00 ,97.25 ,291.00 ,102.00 ,112.00 ,168.00 ,29.92 ,50.30 ,17.04 ,0.44 
274.00 ,98.19 ,290.00 ,102.00 ,112.00 ,168.00 ,28.59 ,49.32 ,20.28 ,0.17 
275.00 ,108.56 ,292.00 ,102.00 ,112.00 ,168.00 ,29.88 ,55.25 ,23.43 ,0.25 
276.00 ,119.85 ,291.00 ,103.00 ,114.00 ,167.00 ,29.88 ,62.00 ,27.97 ,0.26 
277.00 ,115.15 ,292.00 ,103.00 ,114.00 ,167.00 ,29.86 ,61.77 ,23.52 ,0.32 
278.00 ,120.83 ,291.00 ,103.00 ,116.00 ,166.00 ,28.58 ,69.53 ,22.73 ,0.45 
279.00 ,107.78 ,289.00 ,103.00 ,116.00 ,167.00 ,28.06 ,60.44 ,19.28 ,0.21 
280.00 ,102.96 ,290.00 ,103.00 ,116.00 ,166.00 ,28.09 ,52.64 ,22.23 ,0.41 
281.00 ,161.41 ,290.00 ,102.00 ,116.00 ,166.00 ,28.56 ,59.55 ,73.30 ,0.40 
282.00 ,115.58 ,292.00 ,104.00 ,117.00 ,166.00 ,28.59 ,69.83 ,17.16 ,0.27 
283.00 ,95.70 ,290.00 ,102.00 ,114.00 ,165.00 ,29.90 ,48.02 ,17.77 ,0.70 
284.00 ,120.17 ,290.00 ,102.00 ,113.00 ,164.00 ,29.89 ,68.40 ,21.89 ,0.34 
285.00 ,106.58 ,291.00 ,102.00 ,113.00 ,163.00 ,29.86 ,57.85 ,18.87 ,0.31 
286.00 ,120.88 ,292.00 ,102.00 ,114.00 ,164.00 ,29.86 ,66.55 ,24.47 ,0.30 
287.00 ,116.45 ,292.00 ,101.00 ,114.00 ,164.00 ,29.88 ,64.54 ,22.04 ,0.18 
288.00 ,94.80 ,291.00 ,101.00 ,115.00 ,165.00 ,28.58 ,44.10 ,22.13 ,0.51 
289.00 ,114.33 ,289.00 ,100.00 ,114.00 ,164.00 ,29.94 ,62.99 ,21.40 ,0.55 
290.00 ,121.70 ,288.00 ,100.00 ,114.00 ,163.00 ,29.92 ,67.20 ,24.58 ,0.42 
291.00 ,133.28 ,289.00 ,100.00 ,114.00 ,163.00 ,28.62 ,40.90 ,63.76 ,0.35 
292.00 ,108.82 ,290.00 ,99.00 ,114.00 ,163.00 ,28.61 ,63.00 ,17.20 ,0.12 
293.00 ,95.60 ,288.00 ,100.00 ,114.00 ,164.00 ,28.60 ,47.62 ,19.38 ,0.52 
294.00 ,141.95 ,288.00 ,101.00 ,113.00 ,166.00 ,28.60 ,58.38 ,54.96 ,0.42 
295.00 ,113.51 ,286.00 ,100.00 ,113.00 ,168.00 ,29.92 ,40.52 ,43.07 ,0.22 
296.00 ,112.63 ,288.00 ,101.00 ,114.00 ,165.00 ,29.97 ,60.07 ,22.59 ,0.39 
297.00 ,146.93 ,290.00 ,101.00 ,113.00 ,166.00 ,29.89 ,64.00 ,53.04 ,0.15 
298.00 ,108.48 ,289.00 ,101.00 ,112.00 ,165.00 ,28.61 ,60.75 ,19.13 ,0.24 
299.00 ,120.30 ,292.00 ,100.00 ,113.00 ,165.00 ,28.61 ,68.94 ,22.75 ,0.32 
300.00 ,103.74 ,290.00 ,100.00 ,114.00 ,164.00 ,28.60 ,52.39 ,22.75 ,0.21 
301.00 ,101.44 ,289.00 ,99.00 ,114.00 ,165.00 ,28.14 ,52.51 ,20.78 ,0.46 
302.00 ,106.68 ,288.00 ,99.00 ,114.00 ,165.00 ,28.15 ,56.56 ,21.98 ,0.14 
303.00 ,112.24 ,288.00 ,99.00 ,114.00 ,165.00 ,28.15 ,62.43 ,21.67 ,0.11 
304.00 ,129.75 ,286.00 ,99.00 ,114.00 ,165.00 ,28.22 ,77.14 ,24.40 ,0.25 
305.00 ,98.39 ,286.00 ,99.00 ,115.00 ,165.00 ,28.22 ,49.16 ,21.00 ,0.19 
306.00 ,110.24 ,288.00 ,98.00 ,113.00 ,164.00 ,28.12 ,57.36 ,24.76 ,0.42 
307.00 ,110.13 ,289.00 ,98.00 ,113.00 ,164.00 ,28.19 ,58.09 ,23.85 ,0.21 
308.00 ,149.12 ,288.00 ,98.00 ,113.00 ,163.00 ,28.16 ,55.76 ,65.20 ,0.43 
309.00 ,99.94 ,287.00 ,99.00 ,111.00 ,161.00 ,28.61 ,47.29 ,24.04 ,0.31 
310.00 ,104.84 ,286.00 ,98.00 ,111.00 ,162.00 ,28.63 ,55.14 ,21.06 ,0.32 
311.00 ,118.92 ,285.00 ,98.00 ,111.00 ,160.00 ,28.63 ,58.64 ,31.65 ,0.40 
312.00 ,102.67 ,284.00 ,99.00 ,112.00 ,161.00 ,28.17 ,52.84 ,21.66 ,0.37 
313.00 ,100.73 ,284.00 ,99.00 ,111.00 ,159.00 ,28.08 ,51.91 ,20.74 ,0.42 
314.00 ,95.75 ,283.00 ,99.00 ,110.00 ,158.00 ,28.07 ,47.24 ,20.44 ,0.34 
315.00 ,114.25 ,285.00 ,99.00 ,109.00 ,158.00 ,27.95 ,61.27 ,25.03 ,0.53 
316.00 ,111.05 ,283.00 ,98.00 ,109.00 ,160.00 ,28.02 ,65.93 ,17.10 ,0.40 
317.00 ,110.86 ,284.00 ,98.00 ,109.00 ,160.00 ,28.09 ,63.58 ,19.19 ,0.35 
318.00 ,151.29 ,283.00 ,97.00 ,108.00 ,159.00 ,28.06 ,59.73 ,63.50 ,0.48 
319.00 ,111.30 ,283.00 ,97.00 ,109.00 ,159.00 ,28.04 ,64.41 ,18.86 ,0.13 
320.00 ,119.74 ,285.00 ,97.00 ,106.00 ,158.00 ,28.11 ,66.95 ,24.68 ,0.54 
321.00 ,145.55 ,285.00 ,97.00 ,106.00 ,159.00 ,28.10 ,58.36 ,59.09 ,0.12 
322.00 ,108.79 ,286.00 ,98.00 ,108.00 ,156.00 ,28.12 ,61.07 ,19.60 ,0.46 
323.00 ,106.25 ,288.00 ,98.00 ,107.00 ,157.00 ,27.98 ,56.50 ,21.77 ,0.18 
324.00 ,99.08 ,286.00 ,98.00 ,106.00 ,157.00 ,28.05 ,52.70 ,18.33 ,0.12 
325.00 ,106.02 ,285.00 ,98.00 ,107.00 ,156.00 ,28.03 ,47.05 ,30.93 ,0.45 
326.00 ,148.28 ,284.00 ,98.00 ,107.00 ,156.00 ,28.05 ,54.89 ,65.34 ,0.13 
327.00 ,103.60 ,286.00 ,98.00 ,107.00 ,157.00 ,28.06 ,53.66 ,21.88 ,0.26 
328.00 ,100.93 ,286.00 ,98.00 ,106.00 ,157.00 ,28.05 ,56.16 ,16.73 ,0.06 
329.00 ,104.87 ,289.00 ,100.00 ,106.00 ,156.00 ,28.06 ,57.73 ,19.08 ,0.46 
330.00 ,154.60 ,287.00 ,100.00 ,107.00 ,155.00 ,28.12 ,61.49 ,64.99 ,0.48 
331.00 ,117.96 ,286.00 ,100.00 ,107.00 ,155.00 ,28.09 ,60.98 ,28.90 ,0.11 
332.00 ,96.71 ,287.00 ,100.00 ,107.00 ,155.00 ,28.09 ,50.15 ,18.48 ,0.30 
333.00 ,98.58 ,286.00 ,98.00 ,106.00 ,156.00 ,27.95 ,48.94 ,21.70 ,0.66 
334.00 ,142.19 ,287.00 ,98.00 ,107.00 ,157.00 ,27.98 ,58.70 ,55.51 ,0.15 
335.00 ,107.07 ,287.00 ,96.00 ,107.00 ,156.00 ,28.06 ,54.13 ,24.88 ,0.63 
336.00 ,126.73 ,284.00 ,97.00 ,108.00 ,156.00 ,27.99 ,60.24 ,38.49 ,0.41 
337.00 ,98.82 ,284.00 ,96.00 ,106.00 ,155.00 ,28.07 ,53.70 ,17.05 ,0.32 
338.00 ,108.14 ,284.00 ,96.00 ,106.00 ,156.00 ,28.07 ,58.21 ,21.86 ,0.40 
339.00 ,112.06 ,284.00 ,96.00 ,107.00 ,156.00 ,27.99 ,60.83 ,23.24 ,0.20 
340.00 ,144.30 ,283.00 ,96.00 ,107.00 ,156.00 ,28.11 ,61.68 ,54.51 ,0.55 
341.00 ,140.75 ,281.00 ,95.00 ,107.00 ,155.00 ,28.08 ,60.01 ,52.67 ,0.61 
342.00 ,118.60 ,282.00 ,94.00 ,108.00 ,155.00 ,28.08 ,65.96 ,24.56 ,0.39 
343.00 ,104.76 ,281.00 ,94.00 ,106.00 ,155.00 ,28.06 ,54.67 ,22.03 ,0.45 
344.00 ,118.08 ,281.00 ,95.00 ,107.00 ,156.00 ,28.17 ,67.09 ,22.83 ,0.47 
345.00 ,104.77 ,281.00 ,95.00 ,107.00 ,156.00 ,28.15 ,53.92 ,22.69 ,0.08 
346.00 ,115.33 ,277.00 ,95.00 ,107.00 ,154.00 ,28.03 ,65.88 ,21.42 ,0.61 
347.00 ,120.75 ,277.00 ,94.00 ,107.00 ,154.00 ,28.16 ,62.64 ,29.95 ,0.38 
348.00 ,104.09 ,277.00 ,94.00 ,107.00 ,155.00 ,28.15 ,55.92 ,20.02 ,0.59 
349.00 ,102.35 ,279.00 ,94.00 ,106.00 ,154.00 ,28.13 ,55.43 ,18.80 ,0.31 
350.00 ,104.60 ,277.00 ,94.00 ,106.00 ,154.00 ,28.14 ,50.38 ,26.07 ,0.15 
351.00 ,115.13 ,277.00 ,95.00 ,106.00 ,154.00 ,28.32 ,61.90 ,24.91 ,0.63 
352.00 ,133.98 ,279.00 ,94.00 ,105.00 ,154.00 ,28.30 ,60.67 ,45.02 ,0.29 
353.00 ,107.17 ,275.00 ,94.00 ,105.00 ,154.00 ,28.31 ,56.44 ,22.42 ,0.54 
354.00 ,112.69 ,274.00 ,94.00 ,105.00 ,154.00 ,28.69 ,64.49 ,19.51 ,0.33 
355.00 ,104.54 ,274.00 ,94.00 ,107.00 ,153.00 ,28.69 ,52.28 ,23.56 ,0.54 
356.00 ,141.68 ,274.00 ,94.00 ,106.00 ,154.00 ,28.75 ,64.91 ,48.01 ,0.42 
357.00 ,149.71 ,276.00 ,95.00 ,105.00 ,155.00 ,28.72 ,58.76 ,62.23 ,0.43 
358.00 ,103.11 ,273.00 ,95.00 ,104.00 ,155.00 ,28.77 ,54.38 ,19.97 ,0.38 
359.00 ,136.85 ,275.00 ,95.00 ,105.00 ,154.00 ,28.79 ,59.77 ,48.28 ,0.34 
360.00 ,102.35 ,276.00 ,94.00 ,104.00 ,153.00 ,28.75 ,54.91 ,18.68 ,0.35 
361.00 ,149.22 ,276.00 ,95.00 ,104.00 ,152.00 ,28.78 ,52.43 ,68.01 ,0.16 
362.00 ,113.26 ,274.00 ,95.00 ,105.00 ,152.00 ,28.76 ,61.21 ,23.29 ,0.61 
363.00 ,109.41 ,274.00 ,95.00 ,104.00 ,152.00 ,28.75 ,54.88 ,25.78 ,0.10 
364.00 ,95.45 ,273.00 ,94.00 ,104.00 ,154.00 ,28.71 ,49.05 ,17.70 ,0.36 
365.00 ,105.59 ,274.00 ,94.00 ,105.00 ,154.00 ,28.77 ,54.57 ,22.26 ,0.40 
366.00 ,119.67 ,275.00 ,94.00 ,105.00 ,154.00 ,28.75 ,67.96 ,22.96 ,0.21 
367.00 ,101.61 ,273.00 ,94.00 ,104.00 ,154.00 ,28.79 ,52.68 ,20.14 ,0.30 
368.00 ,114.00 ,273.00 ,94.00 ,104.00 ,153.00 ,28.76 ,64.72 ,20.52 ,0.42 
369.00 ,160.71 ,273.00 ,95.00 ,105.00 ,154.00 ,28.79 ,65.53 ,66.39 ,0.24 
370.00 ,107.30 ,276.00 ,94.00 ,105.00 ,155.00 ,28.36 ,57.17 ,21.78 ,0.43 
371.00 ,107.49 ,278.00 ,94.00 ,105.00 ,152.00 ,28.16 ,57.88 ,21.45 ,0.66 
372.00 ,98.83 ,278.00 ,94.00 ,105.00 ,152.00 ,28.14 ,49.35 ,21.34 ,0.40 
373.00 ,143.23 ,277.00 ,94.00 ,104.00 ,153.00 ,28.14 ,52.53 ,62.55 ,0.34 
374.00 ,113.31 ,277.00 ,94.00 ,104.00 ,153.00 ,28.31 ,63.91 ,21.09 ,0.22 
375.00 ,121.37 ,278.00 ,94.00 ,105.00 ,154.00 ,28.16 ,59.63 ,33.58 ,0.45 
376.00 ,101.22 ,280.00 ,94.00 ,104.00 ,154.00 ,28.12 ,55.60 ,17.50 ,0.38 
377.00 ,114.90 ,276.00 ,94.00 ,104.00 ,154.00 ,28.13 ,64.26 ,22.52 ,0.47 
378.00 ,154.77 ,275.00 ,93.00 ,103.00 ,151.00 ,28.15 ,63.65 ,62.97 ,0.67 
379.00 ,118.88 ,276.00 ,94.00 ,104.00 ,151.00 ,28.14 ,70.01 ,20.74 ,0.30 
380.00 ,112.55 ,274.00 ,94.00 ,104.00 ,149.00 ,28.15 ,60.79 ,23.61 ,0.35 
381.00 ,129.21 ,274.00 ,93.00 ,104.00 ,149.00 ,28.02 ,54.13 ,47.06 ,0.58 
382.00 ,102.30 ,274.00 ,93.00 ,103.00 ,149.00 ,28.03 ,52.27 ,22.00 ,0.12 
383.00 ,108.84 ,275.00 ,92.00 ,103.00 ,148.00 ,28.01 ,59.04 ,21.79 ,0.29 
384.00 ,107.19 ,274.00 ,91.00 ,103.00 ,149.00 ,28.02 ,55.74 ,23.43 ,0.56 
385.00 ,152.79 ,274.00 ,92.00 ,103.00 ,150.00 ,27.96 ,62.22 ,62.60 ,0.50 
386.00 ,117.02 ,274.00 ,91.00 ,103.00 ,149.00 ,27.93 ,60.80 ,28.29 ,0.41 
387.00 ,114.05 ,275.00 ,93.00 ,103.00 ,148.00 ,27.97 ,63.93 ,22.16 ,0.37 
388.00 ,101.10 ,277.00 ,92.00 ,103.00 ,149.00 ,27.87 ,48.75 ,24.48 ,0.36 
389.00 ,98.21 ,275.00 ,92.00 ,102.00 ,150.00 ,27.89 ,49.38 ,20.93 ,0.47 
390.00 ,105.10 ,272.00 ,91.00 ,103.00 ,151.00 ,27.87 ,58.38 ,18.86 ,0.43 
391.00 ,155.52 ,275.00 ,91.00 ,103.00 ,151.00 ,27.87 ,60.37 ,67.28 ,0.52 
392.00 ,118.80 ,274.00 ,92.00 ,102.00 ,152.00 ,27.94 ,70.39 ,20.47 ,0.43 
393.00 ,102.25 ,275.00 ,92.00 ,102.00 ,151.00 ,27.86 ,56.58 ,17.81 ,0.45 
394.00 ,109.63 ,274.00 ,92.00 ,104.00 ,149.00 ,27.87 ,62.86 ,18.90 ,0.49 
395.00 ,106.16 ,273.00 ,92.00 ,104.00 ,149.00 ,27.84 ,57.06 ,21.26 ,0.44 
396.00 ,105.61 ,272.00 ,92.00 ,104.00 ,150.00 ,27.86 ,53.73 ,24.03 ,0.08 
397.00 ,107.76 ,274.00 ,93.00 ,103.00 ,149.00 ,27.85 ,62.28 ,17.64 ,0.44 
398.00 ,132.82 ,272.00 ,93.00 ,103.00 ,149.00 ,27.84 ,50.33 ,54.65 ,0.32 
399.00 ,97.05 ,274.00 ,92.00 ,104.00 ,150.00 ,27.85 ,46.03 ,23.16 ,0.49 
400.00 ,105.04 ,273.00 ,93.00 ,104.00 ,148.00 ,27.80 ,51.38 ,25.86 ,0.42 
401.00 ,108.48 ,271.00 ,93.00 ,104.00 ,149.00 ,27.75 ,54.44 ,26.30 ,0.64 
402.00 ,106.79 ,272.00 ,92.00 ,104.00 ,150.00 ,27.78 ,53.96 ,25.06 ,0.48 
403.00 ,141.10 ,270.00 ,91.00 ,105.00 ,150.00 ,27.78 ,49.14 ,64.17 ,0.26 
404.00 ,113.34 ,271.00 ,92.00 ,105.00 ,151.00 ,27.75 ,66.71 ,18.88 ,0.35 
405.00 ,106.85 ,273.00 ,92.00 ,104.00 ,151.00 ,27.75 ,59.18 ,19.92 ,0.37 
406.00 ,97.93 ,273.00 ,93.00 ,104.00 ,151.00 ,27.75 ,47.07 ,23.11 ,0.40 
407.00 ,101.45 ,271.00 ,92.00 ,104.00 ,151.00 ,27.75 ,54.24 ,19.46 ,0.20 
408.00 ,108.55 ,271.00 ,92.00 ,103.00 ,150.00 ,27.74 ,64.94 ,15.87 ,0.40 
409.00 ,108.42 ,269.00 ,91.00 ,104.00 ,148.00 ,27.72 ,59.50 ,21.20 ,0.47 
410.00 ,135.22 ,270.00 ,92.00 ,103.00 ,149.00 ,27.72 ,43.26 ,64.24 ,0.43 
411.00 ,131.82 ,269.00 ,92.00 ,102.00 ,149.00 ,27.72 ,50.15 ,53.95 ,0.58 
412.00 ,111.54 ,270.00 ,92.00 ,102.00 ,148.00 ,27.72 ,61.30 ,22.52 ,0.28 
413.00 ,172.32 ,269.00 ,92.00 ,102.00 ,148.00 ,27.72 ,76.15 ,68.45 ,0.15 
414.00 ,104.14 ,271.00 ,92.00 ,102.00 ,147.00 ,27.73 ,54.59 ,21.83 ,0.22 
415.00 ,112.06 ,269.00 ,92.00 ,102.00 ,148.00 ,27.70 ,64.22 ,20.14 ,0.31 
416.00 ,105.98 ,268.00 ,92.00 ,102.00 ,149.00 ,27.70 ,58.07 ,20.21 ,0.22 
417.00 ,105.56 ,268.00 ,92.00 ,101.00 ,149.00 ,27.70 ,51.31 ,26.55 ,0.15 
418.00 ,102.65 ,270.00 ,90.00 ,101.00 ,148.00 ,27.70 ,56.90 ,18.05 ,0.42 
419.00 ,111.99 ,270.00 ,90.00 ,100.00 ,147.00 ,27.70 ,62.79 ,21.49 ,0.31 
420.00 ,113.62 ,271.00 ,90.00 ,100.00 ,149.00 ,27.72 ,63.88 ,22.02 ,0.32 
421.00 ,91.30 ,272.00 ,90.00 ,100.00 ,148.00 ,27.72 ,42.58 ,21.00 ,0.68 
422.00 ,110.02 ,271.00 ,90.00 ,100.00 ,148.00 ,27.72 ,59.39 ,22.90 ,0.22 
423.00 ,139.64 ,272.00 ,90.00 ,99.00 ,147.00 ,27.70 ,55.72 ,56.22 ,0.30 
424.00 ,102.00 ,270.00 ,89.00 ,100.00 ,148.00 ,27.70 ,52.63 ,21.66 ,0.28 
425.00 ,112.54 ,269.00 ,89.00 ,99.00 ,148.00 ,27.72 ,65.81 ,19.02 ,0.42 
426.00 ,110.92 ,271.00 ,89.00 ,99.00 ,147.00 ,27.75 ,60.66 ,22.50 ,0.56 
427.00 ,102.93 ,271.00 ,89.00 ,99.00 ,147.00 ,27.72 ,57.62 ,17.59 ,0.39 
428.00 ,86.10 ,268.00 ,90.00 ,99.00 ,146.00 ,27.72 ,40.10 ,18.27 ,0.45 
429.00 ,106.46 ,268.00 ,90.00 ,99.00 ,146.00 ,27.74 ,56.46 ,22.25 ,0.20 
430.00 ,113.69 ,270.00 ,90.00 ,101.00 ,146.00 ,27.78 ,66.87 ,19.04 ,0.59 
431.00 ,136.87 ,268.00 ,89.00 ,101.00 ,145.00 ,27.79 ,38.54 ,70.54 ,0.33 
432.00 ,146.16 ,268.00 ,89.00 ,101.00 ,144.00 ,27.78 ,58.57 ,59.81 ,0.16 
433.00 ,118.83 ,268.00 ,89.00 ,101.00 ,145.00 ,27.78 ,65.32 ,25.73 ,0.17 
434.00 ,112.41 ,268.00 ,90.00 ,101.00 ,145.00 ,27.78 ,64.90 ,19.73 ,0.36 
435.00 ,109.90 ,268.00 ,89.00 ,101.00 ,145.00 ,27.78 ,60.32 ,21.80 ,0.20 
436.00 ,97.81 ,268.00 ,90.00 ,100.00 ,144.00 ,27.85 ,52.30 ,17.66 ,0.23 
437.00 ,118.45 ,267.00 ,89.00 ,100.00 ,145.00 ,27.78 ,55.36 ,35.30 ,0.32 
438.00 ,138.78 ,268.00 ,89.00 ,100.00 ,145.00 ,27.78 ,55.75 ,55.25 ,0.15 
439.00 ,145.98 ,268.00 ,89.00 ,99.00 ,146.00 ,27.78 ,52.00 ,66.20 ,0.54 
440.00 ,103.56 ,268.00 ,90.00 ,99.00 ,145.00 ,27.76 ,52.32 ,23.48 ,0.17 
441.00 ,111.50 ,268.00 ,89.00 ,98.00 ,144.00 ,27.79 ,60.13 ,23.58 ,0.36 
442.00 ,117.93 ,269.00 ,89.00 ,98.00 ,143.00 ,27.78 ,61.76 ,28.39 ,0.42 
443.00 ,132.56 ,269.00 ,89.00 ,98.00 ,145.00 ,27.78 ,43.98 ,60.80 ,0.45 
444.00 ,158.53 ,267.00 ,89.00 ,99.00 ,143.00 ,27.78 ,58.03 ,72.71 ,0.27 
445.00 ,112.06 ,268.00 ,88.00 ,99.00 ,143.00 ,27.76 ,61.26 ,23.04 ,0.53 
446.00 ,114.02 ,268.00 ,88.00 ,99.00 ,144.00 ,27.75 ,63.60 ,22.67 ,0.17 
447.00 ,104.39 ,268.00 ,88.00 ,99.00 ,143.00 ,27.75 ,55.10 ,21.55 ,0.30 
448.00 ,107.13 ,268.00 ,88.00 ,98.00 ,143.00 ,27.74 ,57.63 ,21.76 ,0.21 
449.00 ,98.69 ,268.00 ,88.00 ,98.00 ,145.00 ,27.75 ,47.25 ,23.69 ,0.17 
450.00 ,111.93 ,265.00 ,88.00 ,98.00 ,143.00 ,27.75 ,60.48 ,23.70 ,0.44 
451.00 ,106.86 ,266.00 ,88.00 ,99.00 ,142.00 ,27.75 ,60.45 ,18.66 ,0.60 
452.00 ,118.16 ,268.00 ,89.00 ,100.00 ,142.00 ,27.74 ,69.42 ,20.99 ,0.25 
453.00 ,88.36 ,266.00 ,88.00 ,101.00 ,144.00 ,27.75 ,39.66 ,20.95 ,0.43 
454.00 ,143.32 ,265.00 ,88.00 ,101.00 ,144.00 ,27.79 ,57.11 ,58.43 ,0.52 
455.00 ,110.01 ,266.00 ,88.00 ,100.00 ,143.00 ,27.78 ,54.72 ,27.51 ,0.44 
456.00 ,112.55 ,267.00 ,87.00 ,98.00 ,142.00 ,27.75 ,64.53 ,20.27 ,0.43 
457.00 ,168.29 ,266.00 ,87.00 ,98.00 ,143.00 ,27.75 ,71.62 ,68.92 ,0.20 
458.00 ,114.79 ,266.00 ,87.00 ,98.00 ,142.00 ,27.75 ,63.17 ,23.87 ,0.22 
459.00 ,111.35 ,266.00 ,88.00 ,98.00 ,143.00 ,27.76 ,60.70 ,22.89 ,0.27 
460.00 ,154.88 ,267.00 ,87.00 ,98.00 ,143.00 ,27.76 ,65.51 ,61.61 ,0.14 
461.00 ,145.98 ,265.00 ,87.00 ,97.00 ,142.00 ,27.76 ,53.78 ,64.45 ,0.32 
462.00 ,108.51 ,268.00 ,88.00 ,97.00 ,144.00 ,27.78 ,56.95 ,23.78 ,0.49 
463.00 ,142.27 ,267.00 ,88.00 ,97.00 ,143.00 ,27.78 ,61.70 ,52.78 ,0.15 
464.00 ,93.63 ,268.00 ,88.00 ,99.00 ,142.00 ,27.84 ,40.93 ,24.86 ,0.62 
