Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,, Manpower
17219,141.71,40,23,31,21,43.67,68.62,29.43,0.35,94
17220,139.93,40,23,31,21,43.67,69.18,27.08,0.32,94
17221,136.48,40,23,31,21,43.69,66.34,26.45,0.17,94
17222,156.44,40,23,31,21,43.72,62.63,50.09,0.53,94
17223,137.9,40,23,31,21,43.81,67.61,26.48,0.11,94
17224,128.05,40,23,31,21,43.7,57.25,27.09,0.3,94
17225,138.38,40,23,31,21,43.69,71.89,22.8,0.34,94
17226,143.89,40,23,31,21,43.72,72.2,27.97,0.15,94
17227,139.2,40,23,31,21,43.71,63.82,31.67,0.51,94
17228,141.12,40,23,31,21,43.69,71.21,26.21,0.33,94
17229,184.53,40,23,31,21,43.7,65.51,75.32,0.36,94
17230,177.13,40,23,31,21,43.7,70.11,63.32,0.16,94
17231,138.11,40,23,31,21,43.63,61.36,33.12,0.31,94
17232,133.01,40,23,31,21,43.67,63.53,25.81,0.31,94
17233,144.8,40,23,31,21,43.66,71.51,29.63,0.36,94
17234,144.52,40,23,31,21,43.71,74.86,25.95,0.16,94
17235,178.21,40,23,31,21,43.66,58.52,76.02,0.21,94
17236,142.69,40,23,31,21,43.75,68.08,30.86,0.25,94
17237,170.35,40,23,31,21,43.72,68.34,58.29,0.2,94
17238,133.48,40,23,31,21,43.73,63.32,26.44,0.36,94
17239,174.85,40,23,31,21,43.69,56.92,74.24,0.21,94
17240,140.2,40,23,31,21,43.66,71.47,25.07,0.48,94
17241,175.2,40,23,31,21,43.7,64.3,67.2,0.22,94
17242,141.25,40,23,31,21,43.66,67.37,30.21,0.31,94
17243,172.55,40,23,31,21,43.66,58.3,70.59,0.47,94
17244,139.3,40,23,31,21,43.71,69.88,25.7,0.55,94
17245,172.84,40,23,31,21,43.77,54.88,74.19,0.21,94
17246,137.89,40,23,31,21,43.72,69.6,24.57,0.17,94
17247,157.01,40,23,31,21,43.66,84.77,28.58,0.65,94
17248,132.18,40,23,31,21,43.67,58.24,30.27,0.21,94
17249,133.03,40,23,31,21,43.79,60.16,29.07,0.18,94
17250,178.13,40,23,31,21,43.68,71.37,63.09,0.13,94
17251,140.78,40,23,31,21,43.6,69.2,27.98,0.44,94
17252,139.31,40,23,31,21,43.65,65.37,30.28,0.33,94
17253,138.19,40,23,31,21,43.63,65.66,28.9,0.08,94
17254,131.93,40,23,31,21,43.72,66.3,21.9,0.25,94
17255,140.57,40,23,31,21,43.74,69.24,27.6,0.22,94
17256,141.26,40,23,31,21,43.69,71.76,25.81,0.24,94
17257,153.37,40,23,31,21,43.79,72.83,36.75,0.49,94
17258,146.89,40,23,31,21,43.7,74.06,29.13,0.44,94
17259,135.34,40,23,31,21,43.77,63.54,28.03,0.33,94
17260,182.54,40,23,31,21,43.72,68.68,70.15,0.23,94
17261,138.58,39,23,31,21,45.11,65.32,28.15,0.31,93
17262,147.53,40,23,31,21,43.66,71.83,32.04,0.29,94
17263,132.25,40,23,31,21,43.74,63.44,25.06,0.4,94
17264,131.78,40,23,31,21,43.69,59.47,28.62,0.25,94
17265,129.34,40,23,31,21,43.71,57.46,28.17,0.36,94
17266,126,39,23,31,21,44.96,55.49,25.55,0.48,93
17267,172.88,39,23,31,21,45.05,65.09,62.75,0.22,93
17268,132.67,39,23,31,21,45.07,59.82,27.78,0.55,93
17269,153.27,39,23,31,21,45.03,79.41,28.83,0.68,93
17270,142.68,39,23,31,21,45.07,68.15,29.47,0.2,93
17271,181.12,39,23,31,21,45.08,76.19,59.85,0.13,93
17272,146.31,39,23,31,21,45.05,73.98,27.27,0.27,93
17273,150.76,39,23,31,21,45.01,75.82,29.93,0.23,93
17274,142.86,39,23,31,21,45.07,68.47,29.32,0.34,93
17275,129.26,39,23,31,21,45.03,58.98,25.26,0.33,93
17276,175.74,39,23,31,21,45.09,69.33,61.32,0.21,93
17277,133.21,39,23,31,21,45.05,60.36,27.8,0.24,93
17278,135.18,39,23,31,21,45.06,66.04,24.07,0.38,93
17279,147.95,39,23,31,21,45.05,76.55,26.35,0.29,93
17280,133.5,39,23,31,21,45.06,61.6,26.83,0.54,93
17281,140.16,39,23,31,21,45.03,68.48,26.65,0.52,93
17282,140.43,39,23,31,21,45.01,69.14,26.28,0.28,93
17283,186.65,39,23,31,21,45.09,72.66,68.91,0.38,93
17284,144.64,39,23,31,21,45.06,70.74,28.83,0.37,93
17285,146.81,40,23,31,21,43.69,74.57,28.55,0.5,94
17286,180.24,39,23,31,21,45.06,65.73,69.45,0.57,93
17287,180.38,39,23,31,21,45.03,67.05,68.3,0.13,93
17288,140.9,39,23,31,21,45.03,62.78,33.09,0.34,93
17289,135.85,39,23,31,21,45,66.25,24.59,0.56,93
17290,141.35,39,23,31,21,45.1,70.48,25.77,0.43,93
17291,147.39,39,23,31,21,45.05,65.28,37.07,0.58,93
17292,136.08,39,23,31,21,45,59.1,31.98,0.25,93
17293,136.94,39,23,31,21,44.98,68.57,23.4,0.49,93
17294,146.81,39,23,31,21,45.08,67.54,34.2,0.2,93
17295,142.65,39,23,31,21,45.12,66.02,31.52,0.41,93
17296,180.06,39,23,31,21,45.01,61.27,73.78,0.54,93
17297,185.86,39,23,31,21,45.03,77.25,63.58,0.21,93
17298,158.8,39,23,31,21,44.97,82.12,31.71,0.22,93
17299,142.4,39,23,31,21,45.07,70.62,26.71,0.55,93
17300,144.4,39,23,31,21,45.11,70.23,29.05,0.33,93
17301,139.01,39,23,31,21,45.09,67.39,26.52,0.39,93
17302,156.97,39,23,31,21,45.08,77,34.88,0.3,93
17303,136.32,39,23,31,21,45.09,62.44,28.79,0.28,93
17304,149.38,39,23,31,21,44.97,77.27,27.14,0.35,93
17305,155.32,39,23,31,21,45.05,84.39,25.88,0.36,93
17306,143.38,39,23,31,21,45.03,72.12,26.23,0.32,93
17307,132.86,39,23,31,21,45.08,60.51,27.28,0.55,93
17308,145.55,39,23,31,21,45.17,72.19,28.18,0.3,93
17309,144.43,39,23,31,21,44.96,71.84,27.63,0.34,93
17310,136.62,39,23,31,21,45.02,64.21,27.39,0.68,93
17311,158.99,39,23,31,21,45.06,75.12,38.82,0.41,93
17312,148.37,39,23,31,21,45.1,76.85,26.42,0.33,93
17313,140.61,39,23,31,21,45.17,71.54,23.91,0.27,93
17314,131.95,39,23,31,21,45.04,60.57,26.33,0.46,93
17315,152.68,39,23,31,21,45.1,58.16,49.42,0.29,93
17316,143.48,39,23,31,21,45.09,71.07,27.31,0.25,93
17317,134.17,39,23,31,21,45.04,58.16,30.98,0.42,93
17318,137.57,39,23,31,21,45.06,67.73,24.77,0.26,93
17319,136.77,39,23,31,21,45.04,66.13,25.6,0.26,93
17320,180.57,39,23,31,21,45.07,75.52,59.97,0.19,93
17321,140.47,39,23,31,21,45.08,68.88,26.5,0.43,93
17322,143.31,39,23,31,21,45.08,64.88,33.35,0.61,93
17323,142.24,39,23,31,21,45.1,68.84,28.3,0.47,93
17324,170.37,39,23,31,21,45.02,74.49,50.86,0.47,93
17325,135.39,39,23,31,21,45.05,61.35,28.99,0.24,93
17326,191.75,39,23,31,21,45.12,77.09,69.53,0.4,93
17327,143.76,39,23,31,21,45.02,71.11,27.63,0.38,93
17328,133.4,39,23,31,21,45,60.22,28.18,0.39,93
17329,133.96,39,23,31,21,45.04,65.87,23.05,0.45,93
17330,139.19,39,23,31,21,44.99,68.79,25.41,0.32,93
17331,145.65,39,23,31,21,45.04,69.26,31.34,0.26,93
17332,142.13,39,23,31,21,45.09,70.25,26.78,0.76,93
17333,150.27,39,23,31,21,45.03,76.96,28.28,0.12,93
17334,139.39,39,23,31,21,45.06,67.28,27.05,0.42,93
17335,156.79,39,23,31,21,45.07,69.69,42.03,0.13,93
17336,126.7,39,23,31,21,45.09,55.72,25.9,0.65,93
17337,142.54,39,23,31,21,45.03,69.71,27.79,0.31,93
17338,151.31,39,23,31,21,45.13,78.85,27.33,0.59,93
17339,143.98,39,23,31,21,45.03,72.31,26.63,0.14,93
17340,145,39,23,31,21,45.05,76.09,23.86,0.56,93
17341,142.79,39,23,31,21,45.09,73.51,24.19,0.08,93
17342,173.71,39,23,31,21,45.14,67.28,61.3,0.38,93
17343,147.42,39,23,31,21,45.1,71.61,30.71,0.49,93
17344,144.6,39,23,31,21,45.09,71.05,28.45,0.38,93
17345,143.69,39,23,31,21,44.99,72.52,26.17,0.19,93
17346,147.35,39,23,31,21,45.08,77.94,24.33,0.35,93
17347,145.26,39,23,31,21,45.02,73.74,26.5,0.41,93
17348,156.99,39,23,31,21,45.03,76.93,35.03,0.18,93
17349,135.55,39,23,31,21,45.06,57.73,32.76,0.17,93
17350,147.74,39,23,31,21,45.05,68.3,34.39,0.26,93
17351,153.47,39,23,31,21,45.06,78.05,30.36,0.39,93
17352,148.99,39,23,31,21,45.05,70.93,33.01,0.34,93
17353,189.46,39,23,31,21,45.1,70.48,73.89,0.19,93
17354,163.31,39,23,31,21,45.03,66.88,51.41,0.36,93
17355,148.34,39,23,31,21,45.09,70.78,32.48,0.37,93
17356,137.51,39,23,31,21,45.1,61.19,31.22,0.39,93
17357,145.44,39,23,31,21,45,70.98,29.45,0.37,93
17358,187.48,39,23,31,21,45.05,74.61,67.82,0.25,93
17359,171.85,39,23,31,21,45.12,52.06,74.67,0.23,93
17360,149.05,39,23,31,21,44.93,71.87,32.25,0.19,93
17361,147.53,39,23,31,21,45.04,73.63,28.87,0.3,93
17362,138,39,23,31,21,45.02,69.8,23.18,0.26,93
17363,139,39,23,31,21,45.03,65.38,28.6,0.08,93
17364,133.57,39,23,31,21,45.07,64.26,24.24,0.76,93
17365,181.66,39,23,31,21,45.09,66.15,70.42,0.29,93
17366,190.39,39,23,31,21,45.05,76.67,68.68,0.39,93
17367,130.31,39,23,31,21,45.05,62.07,23.19,0.24,93
17368,155.71,39,23,31,21,45.07,82.5,28.14,0.15,93
17369,172.19,39,23,31,21,45.14,68.77,58.28,0.43,93
17370,144.67,39,23,31,21,45.03,74.78,24.85,0.24,93
17371,144.79,39,23,31,21,45.09,64.3,35.4,0.24,93
17372,145.12,39,23,31,21,45.09,70.38,29.65,0.38,93
17373,136.17,39,23,31,21,44.98,59.54,31.65,0.26,93
17374,140.2,39,23,31,21,45.03,69.73,25.44,0.58,93
17375,143.34,39,23,31,21,45.07,70.15,28.12,0.43,93
17376,163.75,39,23,31,21,45.08,61.36,57.31,0.45,93
17377,148.21,39,23,31,21,45.12,73.42,29.66,0.21,93
17378,139.61,39,23,31,21,45.07,68.8,25.73,0.45,93
17379,171.52,39,23,31,21,45.04,64.48,62,0.22,93
17380,179.43,39,23,31,21,45.05,60.8,73.58,0.08,93
17381,154.91,39,23,31,21,45.08,74.61,35.22,0.18,93
17382,141.77,39,23,31,21,45.02,72.01,24.74,0.37,93
17383,136.25,39,23,31,21,45.08,67.59,23.57,0.18,93
17384,126.58,39,23,31,21,45.01,58.92,22.65,0.38,93
17385,146.01,39,23,31,21,45.05,73.86,27.09,0.2,93
17386,150.25,39,23,31,21,46.05,72.07,32.13,0.25,93
17387,139.47,39,23,31,21,46.16,63.32,30,0.22,93
17388,168.86,39,23,31,21,45.06,72.03,51.78,0.27,93
17389,176.58,39,23,31,21,45.01,72.67,58.9,0.65,93
17390,143.59,39,23,31,21,45.03,72.95,25.61,0.39,93
17391,173.69,39,23,31,21,46.13,69.94,57.63,0.39,93
17392,143.79,39,23,31,21,46.09,68.09,29.62,0.4,93
17393,142.65,39,23,31,21,46.07,67.19,29.4,0.3,93
17394,139.56,39,23,31,21,46.13,69.29,24.15,0.31,93
17395,147.94,39,23,31,21,46.1,68.48,33.36,0.16,93
17396,147.13,39,23,31,21,46.02,70.29,30.82,0.24,93
17397,177.2,39,23,31,21,46.08,69.28,61.84,0.32,93
17398,152.32,39,23,31,21,46.09,74.97,31.26,0.13,93
17399,135.3,39,23,31,21,46.08,61.44,27.79,0.25,93
17400,138.1,39,23,31,21,46.02,65.98,26.1,0.15,93
17401,141.24,39,23,31,21,46.07,65.32,29.85,0.52,93
17402,146.93,39,23,31,21,46.03,73.56,27.35,0.72,93
17403,181.58,39,23,31,21,46.08,67.48,68.03,0.39,93
17404,134.07,39,23,31,21,46.12,60.6,27.35,0.07,93
17405,151.6,39,23,31,21,46.12,68.98,36.5,0.19,93
17406,144.98,39,23,31,21,46.06,72.37,26.55,0.29,93
17407,158.66,39,23,31,21,46.08,74.99,37.59,0.18,93
17408,169.78,39,23,31,21,46.14,61.89,61.75,0.36,93
17409,211.91,39,23,31,21,46.1,91.2,74.61,0.23,93
17410,169.94,39,23,31,21,46.06,70.05,53.83,0.32,93
17411,153.4,39,23,31,21,46.19,72.03,35.17,0.62,93
17412,185.58,39,23,31,21,46.04,74.95,64.59,0.23,93
17413,141.65,39,23,31,21,46.11,66.82,28.72,0.2,93
17414,151.33,39,23,31,21,46.08,74.74,30.51,0.3,93
17415,146.4,39,23,31,21,46.07,76.68,23.64,0.39,93
17416,147.01,39,23,31,21,46.04,69.02,31.95,0.49,93
17417,151.37,39,23,31,21,46.03,74.89,30.45,0.18,93
17418,160.01,39,23,31,21,46.08,60.39,53.55,0.47,93
17419,197.04,39,23,31,21,46.01,74.13,76.9,0.32,93
17420,143.96,39,23,31,21,46.05,64.08,33.83,0.21,93
17421,141.19,39,23,31,21,46.13,72.57,22.49,0.63,93
17422,140.31,39,23,31,21,46.07,66.08,28.17,0.39,93
17423,186.83,39,23,31,21,46.1,67.95,72.79,0.3,93
17424,185.65,39,23,31,21,46.1,65.78,73.77,0.54,93
17425,144.29,39,23,31,21,46.05,70.66,27.58,0.31,93
17426,140.54,39,23,31,21,45.15,61.78,33.61,0.39,93
17427,135,39,23,31,21,46.05,63.2,25.74,0.63,93
17428,141.41,39,23,31,21,46.05,70.7,24.65,0.21,93
17429,138.55,39,23,31,21,45.08,61.5,31.97,0.42,93
17430,166.13,39,23,31,21,45.04,64.19,56.9,0.2,93
17431,168.53,39,23,31,21,45.07,65.95,57.52,0.19,93
17432,138.88,39,23,31,21,45.04,67.59,26.24,0.24,93
17433,145.11,39,23,31,21,45.08,73.23,26.8,0.33,93
17434,139.37,39,23,31,21,45.13,66.28,27.96,0.28,93
17435,174.56,39,23,31,21,45.09,69.84,59.63,0.45,93
17436,139.1,39,23,31,21,46.05,65.24,27.81,0.45,93
17437,150.11,39,23,31,21,46.17,78.06,25.87,0.15,93
17438,139.51,39,23,31,21,46.1,67.48,25.93,0.4,93
17439,142,39,23,31,21,46.04,69.78,26.18,0.6,93
17440,187.94,39,23,31,21,46.06,69.13,72.75,0.53,93
17441,189.4,39,23,31,21,46.11,65.19,78.1,0.45,93
17442,180.01,39,23,31,21,46.14,65.74,68.13,0.31,93
17443,180.22,39,23,31,21,46.04,75.5,58.68,0.48,93
17444,139.5,39,23,31,21,46.06,60.66,32.78,0.23,93
17445,173.34,39,23,31,21,46.09,71.44,55.8,0.16,93
17446,193.78,39,23,31,21,46.09,78.61,69.07,0.16,93
17447,133.94,39,23,31,21,46.06,62.46,25.41,0.35,93
17448,140.96,39,23,31,21,46.06,67.04,27.86,0.17,93
17449,182.58,39,23,31,21,46.06,70.97,65.55,0.34,93
17450,133.18,39,23,31,21,46.09,59.2,27.9,0.39,93
17451,157.13,39,23,31,21,46.07,75.47,35.59,0.38,93
17452,164.94,39,23,31,21,45.96,66.25,52.73,0.2,93
17453,177.66,39,23,31,21,46.06,63.2,68.4,0.44,93
17454,130.42,39,23,31,21,46.04,59.77,24.6,0.32,93
17455,137.92,39,23,31,21,46.1,65.13,26.7,0.34,93
17456,136.35,39,23,31,21,46.07,65.92,24.37,0.55,93
17457,159.11,39,23,31,21,46.04,65.74,47.33,0.47,93
17458,140.54,39,23,31,21,46.07,66.79,27.69,0.19,93
17459,146.93,39,23,31,21,46.05,72.91,27.97,0.21,93
17460,138.97,39,23,31,21,46.08,69.02,23.88,0.12,93
17461,170.98,39,23,31,21,46.13,65.74,59.12,0.42,93
17462,134.8,39,23,31,21,46.11,61.73,26.96,0.3,93
17463,131.59,39,23,31,21,46.06,58.66,26.86,0.44,93
17464,154.27,39,23,31,21,46.05,82.46,25.76,0.44,93
17465,176.29,39,23,31,21,46.07,59.92,70.3,0.59,93
17466,188.78,39,23,31,21,46.13,72.49,70.17,0.38,93
17467,129.37,39,23,31,21,46.04,59.41,23.91,0.75,93
17468,141.02,39,23,31,21,46.19,62.91,31.92,0.49,93
17469,145.3,39,23,31,21,46.13,67.9,31.27,0.25,93
17470,139.43,39,23,31,21,46.05,64.9,28.49,0.39,93
17471,138.66,39,23,31,21,46.13,63.73,28.81,0.34,93
17472,129.92,39,23,31,21,46.07,59.29,24.56,0.38,93
17473,196.87,39,23,31,21,46.09,74.43,76.36,0.27,93
17474,171.06,39,23,31,21,46.14,68.28,56.63,0.44,93
17475,202.37,39,23,31,21,46.09,83.26,73.02,0.38,93
17476,146.74,39,23,31,21,46.05,77.6,23.09,0.38,93
17477,133.36,39,23,31,21,46.1,60.63,26.63,0.73,93
17478,155.49,39,23,31,21,46.1,76.75,32.64,0.23,93
17479,155.87,39,23,31,21,46.1,83.72,26.06,0.56,93
17480,186.99,39,23,31,21,46.17,71.37,69.45,0.57,93
17481,184.85,39,23,31,21,46.04,68.65,70.17,0.26,93
17482,140.29,39,23,31,21,46.04,66.95,27.31,0.18,93
17483,136.81,39,23,31,21,46.1,63.85,26.86,0.34,93
17484,140.87,39,23,31,21,46.08,65.86,28.94,0.39,93
17485,145.96,39,23,31,21,46.17,65.95,33.84,0.76,93
17486,181.09,39,23,31,21,46.07,79.97,55.05,0.18,93
17487,188.65,39,23,31,21,46.06,75.03,67.56,0.34,93
17488,138.25,39,23,31,21,46.06,63.04,29.15,0.15,93
17489,153.12,39,23,31,21,46.11,78.43,28.57,0.15,93
17490,134.81,39,23,31,21,46.15,63.45,25.22,0.22,93
17491,152.88,39,23,31,21,46.1,73.96,32.82,0.18,93
17492,140.76,39,23,31,21,46.07,71.49,23.19,0.5,93
17493,142.73,39,23,31,21,46.07,67.53,29.13,0.21,93
17494,141,39,23,31,21,46.14,66.32,28.54,0.51,93
17495,151.01,39,23,31,21,46.03,79.26,25.72,0.61,93
17496,145.99,39,23,31,21,46.14,70.15,29.69,0.29,93
17497,136.78,39,23,31,21,46.09,62.24,28.46,0.35,93
17498,181.74,39,23,31,21,46.13,71.72,63.88,0.27,93
17499,134.02,39,23,31,21,46.09,61.13,26.8,0.36,93
17500,130.39,39,23,31,21,46.04,58.34,26.01,0.42,93
17501,180.3,39,23,31,21,46.07,71.49,62.73,0.23,93
17502,138.88,39,23,31,21,46.02,61.57,31.29,0.36,93
17503,153.41,39,23,31,21,46.09,77.94,29.38,0.39,93
17504,145.88,39,23,31,21,46.12,69.67,30.09,0.28,93
17505,136.2,39,23,31,21,46.2,65.75,24.25,0.41,93
17506,145.81,39,23,31,21,46.1,67.39,32.33,0.51,93
17507,131.52,39,23,31,21,46.01,57.21,28.3,0.37,93
17508,142.06,39,23,31,21,46.06,69.58,26.42,0.53,93
17509,142.27,39,23,31,21,46.09,68.37,27.8,0.22,93
17510,147.54,39,23,31,21,45.95,72.35,29.24,0.29,93
17511,149.5,39,23,31,21,46.15,75.56,27.79,0.42,93
17512,145.66,39,23,31,21,46.03,71.07,28.56,0.38,93
17513,132.58,39,23,31,21,46.04,61.43,25.11,0.25,93
17514,128.61,39,23,31,21,46.1,54.96,27.55,0.4,93
17515,133.97,39,23,31,21,46.06,63.12,24.79,0.14,93
17516,148.58,39,23,31,21,46.06,68.93,33.58,0.43,93
17517,139.26,39,23,31,21,46.04,71.64,21.58,0.14,93
17518,132.45,39,23,31,21,46.11,54.82,31.52,0.55,93
17519,138.93,39,23,31,21,46.21,64.13,28.58,0.23,93
17520,146.98,39,23,31,21,46.08,72.97,27.93,0.23,93
17521,178.12,39,23,31,21,46.12,79.62,52.37,0.34,93
17522,170.49,39,23,31,21,46.11,67.97,56.41,0.37,93
17523,142.76,39,23,31,21,46.05,68.28,28.43,0.4,93
17524,141.85,39,23,31,21,46.1,69.96,25.79,0.39,93
17525,139.25,39,23,31,21,46.17,63.17,29.91,0.29,93
17526,159.4,39,23,31,21,46.02,86.93,26.46,0.27,93
17527,147.5,39,23,31,21,46.05,76.22,25.23,0.11,93
17528,147.7,39,23,31,21,46.01,74.08,27.61,0.24,93
17529,140.76,39,23,31,21,46.09,65.68,28.98,0.53,93
17530,146.16,39,23,31,21,46.11,73.84,26.22,0.17,93
17531,145.91,39,23,31,21,46.09,72.9,26.93,0.36,93
17532,138.14,39,23,31,21,45.99,60.64,31.51,0.26,93
17533,148.38,39,23,31,21,46.05,74.79,27.55,0.32,93
17534,142,39,23,31,21,46.09,71.78,24.13,0.34,93
17535,148.82,39,23,31,21,46.02,77.19,25.6,0.44,93
17536,148.85,39,23,31,21,46.16,72.99,29.7,0.35,93
17537,135.67,39,23,31,21,46.13,62.54,26.99,0.55,93
17538,138.75,39,23,31,21,46.14,63.81,28.8,0.16,93
17539,148.01,39,23,31,21,46.14,66.88,34.99,0.17,93
17540,155.51,39,23,31,21,46.08,80.23,29.2,0.47,93
17541,182.83,39,23,31,21,46.04,63.39,73.41,0.43,93
17542,144.78,39,23,31,21,46.1,69.62,29.05,0.36,93
17543,167.65,39,23,31,21,46.18,62.94,58.53,0.32,93
17544,137.71,39,23,31,21,46.1,65.21,26.41,0.3,93
17545,140.73,39,23,31,21,46.11,68.18,26.44,0.22,93
17546,179.54,39,23,31,21,46.07,71.12,62.35,0.37,93
17547,176.88,39,23,31,21,46.02,66.25,64.6,0.39,93
17548,196.78,39,23,31,21,46.04,78.3,72.43,0.15,93
17549,125.43,39,23,31,21,46.1,54.43,24.9,0.16,93
17550,122.68,39,23,31,21,46.17,54.37,22.13,0.55,93
17551,180.64,39,23,31,21,46.2,72.9,61.54,0.3,93
17552,149.88,39,23,31,21,46.05,74.11,29.72,0.36,93
17553,188.71,39,23,31,21,46.2,66.5,76.01,0.35,93
17554,142.27,39,23,31,21,46.11,67.73,28.42,0.15,93
17555,143.18,39,23,31,21,46.03,70.56,26.6,0.18,93
17556,146.5,39,23,31,21,46.15,71.66,28.69,0.43,93
17557,136.05,39,23,31,21,46.09,60.65,29.31,0.23,93
17558,126.69,39,23,31,21,46.1,55.5,25.08,0.73,93
17559,139.09,39,23,31,21,45.99,58.88,34.23,0.38,93
17560,148.57,39,23,31,21,46.11,67.46,34.99,0.15,93
17561,146.61,39,23,31,21,46.11,63.92,36.58,0.2,93
17562,149.62,39,23,31,21,46.21,72.52,30.89,0.5,93
17563,142.47,39,23,31,21,46.05,68.88,27.54,0.34,93
17564,142.86,39,23,31,21,46.09,69.44,27.33,0.35,93
17565,145.38,39,23,31,21,46.09,72.44,26.86,0.23,93
17566,137.93,39,23,31,21,46.01,62.91,29,0.56,93
17567,157.92,39,23,31,21,46.05,83.88,27.99,0.08,93
17568,183.88,39,23,31,21,46.05,63.99,73.83,0.27,93
17569,138.83,39,23,31,21,46.07,62.61,30.15,0.52,93
17570,132.45,39,23,31,21,46.17,56.9,29.37,0.25,93
17571,196.47,39,23,31,21,46.12,70.61,79.73,0.7,93
17572,137.82,39,23,31,21,46.01,62.93,28.88,0.11,93
17573,127.99,39,23,31,21,46.12,51.62,30.25,0.55,93
17574,138.48,39,23,31,21,46.09,64.14,28.26,0.21,93
17575,138.79,39,23,31,21,46.05,67.55,25.2,0.29,93
17576,136.97,39,23,31,21,46.05,62.94,27.98,0.19,93
17577,168.37,39,23,31,21,46.11,64.86,57.39,0.2,93
17578,147.9,39,23,31,21,46.09,63.85,37.96,0.61,93
17579,131.84,39,23,31,21,46.09,58.66,27.09,0.1,93
17580,137.02,39,23,31,21,46.1,63.48,27.43,0.27,93
17581,150.56,39,23,31,21,46.05,78.47,26.04,0.2,93
17582,174.79,39,23,31,21,46.04,71.44,57.31,0.36,93
17583,136.29,39,23,31,21,46.14,63.36,26.79,0.14,93
17584,140.03,39,23,31,21,46.06,70.09,23.88,0.61,93
17585,139.16,39,23,31,21,46.05,69.68,23.42,0.58,93
17586,135.07,39,23,31,21,46.07,59.07,29.93,0.49,93
17587,138.57,39,23,31,21,46.16,60.79,31.62,0.19,93
17588,144.68,39,23,31,21,46.01,67.74,30.93,0.54,93
17589,134.13,39,23,31,21,46.1,61.62,26.41,0.34,93
17590,149.89,39,23,31,21,46.12,74.09,29.68,0.48,93
17591,145.29,39,23,31,21,46.06,70.85,28.38,0.31,93
17592,151.87,39,23,31,21,46.14,70.92,34.8,0.33,93
17593,143.42,39,23,31,21,46.04,73.63,23.74,0.66,93
17594,136.37,39,23,31,21,46.02,64.03,26.32,0.39,93
17595,144.04,39,23,31,21,46.09,69.11,28.85,0.32,93
17596,145.82,39,23,31,21,46.08,74.83,24.91,0.08,93
17597,149.89,39,23,31,21,46.01,77.53,26.35,0.3,93
17598,132.37,39,23,31,21,46.05,61.51,24.81,0.42,93
17599,146.4,39,23,31,21,46.14,69.32,30.94,0.33,93
17600,145.32,39,23,31,21,46.16,68.27,30.88,0.67,93
17601,145.66,39,23,31,21,46.06,72.45,27.14,0.36,93
17602,149.88,39,23,31,21,46.09,78.83,24.97,0.14,93
17603,143.67,39,23,31,21,46.11,68.17,29.39,0.28,93
17604,153.57,39,23,31,21,46,81.3,26.26,0.3,93
17605,145.21,39,23,31,21,46.13,69.85,29.24,0.42,93
17606,187.74,39,23,31,21,46.02,67.39,74.33,0.29,93
17607,146.24,39,23,31,21,46.11,64.81,35.32,0.48,93
17608,137.97,39,23,31,21,46.07,64.92,26.98,0.19,93
17609,188.25,39,23,31,21,46.04,62.16,80.06,0.32,93
17610,143.42,39,23,31,21,46.05,67.8,29.57,0.32,93
17611,179.47,39,23,31,21,46.14,68.72,64.61,0.71,93
17612,185.27,39,23,31,21,46.15,75.96,63.16,0.47,93
17613,146.57,39,23,31,21,46.09,74.07,26.41,0.2,93
17614,145.12,39,23,31,21,46.12,70.32,28.68,0.17,93
17615,146.49,39,23,31,21,46.08,68.98,31.44,0.42,93
17616,174.68,39,23,31,21,46.06,66.56,62.06,0.42,93
17617,193.42,39,23,31,21,46.11,69.32,77.99,0.38,93
17618,135.86,39,23,31,21,46.11,62.5,27.24,0.25,93
17619,142.68,39,23,31,21,46.12,61.24,35.32,0.26,93
17620,155.5,39,23,31,21,46.11,64.71,44.69,0.39,93
17621,140.55,39,23,31,21,46.08,66.16,28.31,0.34,93
17622,159.78,39,23,31,21,46.18,81.21,32.39,0.18,93
17623,193.17,39,23,31,21,46.1,74.51,72.57,0.13,93
17624,153.5,39,23,31,21,46.07,76.6,30.83,0.38,93
17625,189.46,39,23,31,21,46.08,68.03,75.36,0.36,93
17626,149.99,39,23,31,21,46.15,72.68,31.17,0.39,93
17627,140.2,39,23,31,21,46.09,65.28,28.82,0.37,93
17628,152.23,39,23,31,21,46.06,77.16,29.01,0.34,93
17629,139.17,39,23,31,21,46.09,64.76,28.32,0.34,93
17630,147.17,39,23,31,21,46.06,65.13,35.98,0.24,93
17631,138.52,39,23,31,21,46.1,64.54,27.87,0.41,93
17632,146.48,39,23,31,21,46.02,74.28,26.18,0.62,93
17633,178.68,39,23,31,21,46.06,74.28,58.34,0.47,93
17634,146.63,39,23,31,21,46.12,69.48,31.03,0.16,93
17635,146.05,39,23,31,21,46.04,74.11,25.9,0.27,93
17636,193.55,39,23,31,21,46.12,71.35,76.08,0.37,93
17637,132,39,23,31,21,46.06,61.37,24.57,0.37,93
17638,142.39,39,23,31,21,46.1,73.75,22.55,0.16,93
17639,143.28,39,23,31,21,46.04,69.02,28.22,0.56,93
17640,151,39,23,31,21,46.06,75.46,29.47,0.49,93
