Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
16292,165.97,41,22,56.09,81.22,28.66,0.72
16293,173.26,41,22,56.09,79.47,37.71,0.21
16294,177.22,41,22,56.42,78.01,42.79,0.5
16295,175.24,41,22,56.46,81.57,37.21,0.1
16296,175.11,41,22,56.17,82.85,36.1,0.28
16297,217.47,41,22,56.14,97.32,64.01,0.39
16298,166.65,41,22,56.13,81.6,28.91,0.65
16299,192.8,41,22,56.22,97.11,39.47,0.15
16300,161.26,41,22,53.77,76.66,30.83,0.53
16301,200.63,41,22,53.86,102.8,43.96,0.38
16302,177.65,41,22,54.02,90.74,32.9,0.56
16303,185.85,41,22,53.97,85.33,46.55,0.44
16304,217.01,41,22,54.11,81.22,81.68,0.13
16305,215.92,41,22,54,92.64,69.28,0.28
16306,181.95,41,22,54.25,94.08,33.62,0.54
16307,191.3,41,22,54.02,93.79,43.48,0.32
16308,187.43,41,22,54.04,97.3,36.09,0.45
16309,192.43,40,22,54.06,98.57,39.8,0.16
16310,175.88,40,22,54.13,85.8,35.95,0.05
16311,168.36,41,22,54.09,82.52,31.76,0.56
16312,177.7,41,22,54.9,87.76,35.04,0.4
16313,211.19,41,22,54.02,121.32,35.85,0.33
16314,176.45,41,22,54,90.11,32.35,0.57
16315,175.91,41,22,53.96,88.62,33.32,0.08
16316,165.56,41,22,54.01,79.99,31.55,0.28
16317,177.04,41,22,53.94,91.8,31.31,0.21
16318,171.31,41,22,53.88,83.2,34.24,0.15
16319,177.07,41,22,55.23,86.32,35.52,0.36
16320,167.87,41,22,54.17,78.76,34.94,0.56
16321,180.04,41,22,54.15,89.94,35.96,0.4
16322,168.14,41,22,54.12,83.89,30.13,0.17
16323,180.83,41,22,54.01,95.98,30.84,0.26
16324,173.15,41,22,54.21,84.39,34.56,0.26
16325,172.3,41,22,53.96,82.73,35.61,0.23
16326,189.95,41,22,54.12,99.76,36.07,0.51
16327,237.74,41,22,54.15,96.44,87.15,0.28
16328,174.07,41,22,54.09,81.33,38.64,0.28
16329,182.32,41,22,54.05,91.4,36.87,0.24
16330,164.68,41,22,54.85,78.24,31.59,0.26
16331,174.91,41,22,54.92,85.59,34.39,0.31
16332,170.32,41,22,54.95,79.19,36.18,0.06
16333,177.34,41,22,54.93,87.03,35.39,0.33
16334,226.53,41,22,55,89.37,82.16,0.48
16335,178.41,41,22,54.75,89.03,34.63,0.61
16336,210.62,41,22,54.72,83.01,72.89,0.25
16337,185.35,41,22,54.1,93.15,38.1,0.56
16338,228.83,41,22,54.17,90.97,83.69,0.44
16339,180.06,41,22,54.87,81.56,43.63,0.67
16340,170.29,41,22,54.78,76.63,38.88,0.33
16341,177.55,41,22,54.83,84.92,37.79,0.55
16342,193.28,41,22,54.82,78.03,60.43,0.08
16343,210.98,41,22,54.77,87.95,68.26,0.19
16344,178.64,41,22,54.81,87.4,36.44,0.14
16345,179.65,41,22,54.87,89.68,35.1,0.45
16346,236.55,41,22,53.85,95.98,86.72,0.69
16347,180.8,41,22,53.81,91.47,35.52,0.08
16348,190.52,41,22,53.88,98.17,38.46,0.58
16349,171.91,41,22,53.57,79.34,39,0.52
16350,233.11,42,22,54.39,109.27,69.45,0.31
16351,175,42,22,54.16,87.01,33.83,0.4
16352,175.84,42,22,54.18,96.31,25.35,0.25
16353,181.78,42,22,54.22,92.95,34.61,0.26
16354,206.15,42,22,54.01,80.32,71.82,0.11
16355,170.71,42,22,53.76,86.12,30.83,0.5
16356,188.06,42,22,53.76,102.25,32.06,0.24
16357,173.96,42,22,53.85,88.85,31.26,0.45
16358,175.95,42,22,53.86,88.91,33.18,0.26
16359,178.28,42,22,53.84,94.43,30,0.24
16360,177.04,42,22,53.75,87.4,35.89,0.13
16361,183.23,42,22,53.81,94.27,35.15,0.45
16362,174.91,42,22,53.8,87.07,34.04,0.17
16363,215.27,42,22,53.99,87.55,73.74,0.34
16364,187.35,42,22,54.06,96.58,36.71,0.1
16365,173.65,42,22,54.31,87.73,31.61,0.17
16366,221.84,42,22,54.41,97.81,69.63,0.48
16367,192.16,42,22,54,100.75,37.41,0.65
16368,212.72,42,22,54.83,75.14,82.76,0.77
16369,181.41,42,22,55.19,95.16,31.06,0.2
16370,200.16,42,22,55.24,78.19,66.73,0.16
16371,186.27,42,22,54.9,93.06,38.32,0.53
16372,169.81,41,22,54.9,81.53,33.39,0.35
16373,183.92,41,22,54.87,81.53,47.51,0.67
16374,196.72,42,22,54.84,77.24,64.64,0.71
16375,180.02,42,22,53.65,84.45,41.92,0.43
16376,220.11,42,22,53.39,81.46,85.26,0.2
16377,176.44,42,22,53.51,91.02,31.91,0.64
16378,173.34,42,22,53.25,88.12,31.97,0.31
16379,164.16,42,22,53.35,73.03,37.78,0.64
16380,220.23,42,22,53.31,88.49,78.44,0.49
16381,189.76,42,22,53.27,70.78,65.71,0.12
16382,196.37,42,22,53.42,81.51,61.44,0.72
16383,155.17,42,22,53.44,68.75,32.98,0.51
16384,188.77,42,22,53.34,63.39,72.03,0.35
16385,182.85,42,22,53.46,89.55,39.83,0.08
16386,174.83,43,22,53.54,88.69,32.6,0.36
16387,165.17,42,22,53.34,77.56,34.26,0.38
16388,169.78,42,23,53.36,81.21,35.21,0.28
16389,178.14,42,23,53.23,92.09,32.82,0.14
16390,209.77,43,23,53.34,85.01,71.42,0.24
16391,158,43,23,53.43,74.08,30.49,0.57
16392,212.54,43,23,53.31,72.88,86.35,0.41
16393,181.12,42,22,53.66,89.38,38.08,0.68
16394,186.01,42,22,53.51,91.8,40.7,0.19
16395,160.13,42,22,53.61,67.38,39.14,0.28
16396,163.79,42,23,53.93,81.16,28.7,0.39
16397,170.4,42,23,53.58,81.79,35.03,0.19
16398,164.36,42,22,53.69,78.08,32.6,0.57
16399,202.46,42,23,53.63,79.29,69.54,0.43
16400,216.23,43,23,53.54,80.3,82.39,0.37
16401,160.59,42,23,53.91,74.73,31.95,0.69
16402,176.05,42,23,53.98,86.4,35.67,0.25
16403,190.08,43,23,53.87,102.86,33.35,0.32
16404,189.61,42,23,53.85,98.37,37.38,0.15
16405,170.2,42,23,53.93,78.35,37.92,0.2
16406,232.05,42,22,54.06,93.26,84.74,0.37
16407,172.55,42,22,53.98,81.56,37.01,0.35
16408,166.33,42,22,53.96,78.94,33.43,0.18
16409,173.12,42,24,54.02,81.71,37.39,0.8
16410,212.71,42,24,53.65,73.77,85.28,0.34
16411,177.54,42,24,53.53,83.71,40.3,0.32
16412,169.35,42,24,53.78,81.21,34.36,0.42
16413,210.06,42,24,53.65,79.38,77.03,0.49
16414,177.27,42,24,53.59,90.99,32.69,0.06
16415,178.5,42,24,53.58,88.98,35.94,0.18
16416,170.79,42,24,53.55,80.48,36.77,0.11
16417,170.03,42,22,53.73,84.73,31.57,0.73
16418,164.17,42,23,53.73,80.69,29.75,0.45
16419,170.99,42,22,54.13,78.95,37.9,0.58
16420,172.26,42,22,54.18,83.27,34.82,0.44
16421,168.56,42,22,53.78,74.32,40.46,0.39
16422,170.19,42,22,53.76,78.25,38.18,0.19
16423,170.77,42,22,53.75,81.24,35.78,0.23
16424,176.69,42,22,53.71,81.08,41.9,0.31
16425,200.64,42,22,53.78,84.56,62.3,0.43
16426,188.94,42,22,54.84,91.29,42.82,0.66
16427,161.57,42,22,54.65,74.05,32.87,0.5
16428,185.16,42,22,54.5,92.33,38.34,0.18
16429,171.99,42,22,54.59,72.34,45.06,0.1
16430,175.49,41,22,56.1,82.54,36.84,0.56
16431,167.95,41,22,55.19,80.23,32.53,0.23
16432,223.76,41,22,55.04,82.71,86.01,0.2
16433,179.1,42,22,53.75,94,31.36,0.7
16434,169.98,42,22,53.77,83.48,32.74,0.18
16435,159.86,42,22,53.49,77.09,29.28,0.29
16436,219.02,42,22,53.6,85.31,80.1,0.5
16437,192.43,42,22,53.5,104.08,34.85,0.31
16438,190.16,42,22,53.6,74.48,62.08,0.34
16439,206.38,42,22,53.69,81.78,70.9,0.55
16440,164.74,42,22,53.77,81.06,29.92,0.55
16441,208.2,41,22,55.14,89.88,63.18,0.83
16442,162.83,41,22,55.18,74.8,32.85,0.1
16443,181.45,41,22,55.18,90.95,35.32,0.56
16444,211.67,42,22,53.71,71.48,86.49,0.36
16445,220.64,41,22,53.6,79.32,87.72,0.41
16446,166.44,42,22,53.66,76.23,36.55,0.21
16447,173.06,42,22,53.96,87.41,31.69,0.82
16448,171.66,42,22,53.86,86.72,31.08,0.29
16449,168.27,41,22,53.85,77.74,36.67,0.58
16450,220.56,42,22,53.95,84.79,81.83,0.27
16451,162.77,42,22,53.88,73.58,35.31,0.7
16452,163.84,42,22,53.77,80.07,30,0.44
16453,172.07,42,22,53.62,83.81,34.64,0.4
16454,170.38,42,22,53.82,87.17,29.4,0.5
16455,165.54,42,22,53.74,79.2,32.6,0.06
16456,172.38,41,22,52.83,84.67,34.88,0.35
16457,179.72,40,22,54.1,92.65,32.98,0.83
16458,198.03,40,22,54.19,77.31,66.53,0.53
16459,223.79,40,22,54.17,78.23,91.39,0.54
16460,173.89,40,22,54.92,85.09,33.88,0.74
16461,216.9,40,22,54.01,81.21,81.68,0.67
16462,178.89,40,22,54,90.42,34.47,0.42
16463,169.89,40,22,54.05,79.66,36.17,0.17
16464,167.43,40,22,53.93,79.48,34.02,0.54
16465,174.22,40,22,53.89,83.55,36.77,0.44
16466,174.68,40,22,53.52,86.93,34.24,0.22
16467,174.98,40,22,53.63,81.59,39.76,0.6
16468,174.81,40,22,53.72,78.36,42.73,0.25
16469,172.65,40,22,53.59,88.46,30.6,0.06
16470,159.87,41,22,52.41,76.91,30.55,0.83
16471,161.33,41,22,52.46,83.36,25.51,0.03
16472,180.94,41,22,55.49,89.66,35.8,0.65
16473,185.36,42,22,54.43,96.54,34.39,0.64
16474,232.45,41,22,52.58,90.96,88.9,0.7
16475,230.92,41,22,52.53,82.59,95.8,0.43
16476,179.62,41,22,52.63,87.77,39.22,0.24
16477,194.23,41,22,54.27,97.72,42.24,0.51
16478,172.68,41,22,54.23,81.98,36.48,0.41
16479,167.17,41,22,54.27,77.81,35.09,0.23
16480,177.59,41,22,54.28,89.06,34.25,0.49
16481,196.52,41,22,53.95,96.8,45.77,0.84
16482,183.55,41,22,53.83,91.36,38.36,0.2
16483,228.44,41,22,53.53,86.42,88.49,0.28
16484,176.13,41,22,53.51,87.1,35.52,0.19
16485,182.22,41,22,53.72,95.78,32.72,0.32
16486,183.85,41,22,54.02,90.24,39.59,0.41
16487,187.21,41,22,54.25,98.61,34.34,0.19
16488,201.03,41,22,54.33,84,62.71,0.56
16489,177.35,41,22,54.36,87.7,35.29,0.2
16490,188.21,41,22,54.2,94.96,39.05,0.24
16491,200.37,41,22,54.28,108.13,37.97,0.42
16492,180.79,41,22,53.92,96.2,30.67,0.4
16493,189.41,41,22,53.85,93.74,41.83,0.39
16494,183.36,41,22,53.97,93.76,35.63,0.36
16495,191.15,41,22,53.99,100.6,36.57,0.54
16496,176.53,41,22,52.5,85.97,38.06,0.61
16497,207.04,41,22,52.47,85.11,69.46,0.48
16498,184.73,41,22,54.3,87.25,43.18,0.6
16499,205.05,41,22,52.39,86.92,65.75,0.84
16500,183.02,41,22,52.6,94.5,35.92,0.59
16501,173.9,41,22,53.96,86.37,33.57,0.8
16502,223.23,41,22,53.97,96.18,73.08,0.2
16503,178.43,41,22,52.38,87.39,38.66,0.65
16504,174.19,41,22,53.95,87.01,33.23,0.82
16505,180.71,41,22,53.99,89.8,36.92,0.25
16506,224.65,41,22,54.71,85.12,84.82,0.41
16507,179.85,41,22,53.6,92.37,33.88,0.9
16508,203.34,41,22,52.14,81.01,70.19,0.18
16509,166.52,41,22,52.01,79.05,35.46,0.22
16510,171.3,41,22,52.96,85.48,32.86,0.25
16511,173.39,41,22,54.24,78.74,40.41,0.49
16512,174.52,41,22,52.87,86.02,35.63,0.52
16513,170.91,41,22,52.83,82.79,35.29,0.28
16514,183.99,41,22,53.44,96.91,33.63,0.88
16515,234.49,41,22,53.79,98.82,81.88,0.96
16516,180.16,41,22,53.51,87.81,38.84,0.75
16517,174.32,41,22,53.55,84.36,36.41,0.53
16518,210.93,41,22,53.56,72.85,84.51,0.25
16519,198.72,41,22,53.57,93.17,51.98,0.3
16520,176.32,41,22,51.35,91.81,33.16,0.42
16521,191.57,41,22,52.16,84.65,54.75,0.35
16522,173.7,41,22,51.32,88.85,33.53,0.42
16523,204.64,41,22,51.35,87.67,65.61,0.41
16524,171,41,22,51.44,79.79,39.76,0.32
16525,162.27,41,22,51.2,82.39,28.68,0.61
16526,198.68,41,22,51.34,107.72,39.62,0.23
16527,182.42,41,22,51.23,100.42,30.77,0.14
16528,183.03,41,22,51.29,92.3,39.44,0.38
16529,164.77,41,22,51.34,81.32,32.1,0.33
16530,173.43,41,22,51.35,87.2,34.87,0.04
16531,168.71,41,22,51.3,83.45,33.96,0.44
16532,214.45,41,22,52.7,96.7,65.05,0.73
16533,185.86,41,22,52.57,98.26,35.03,0.67
16534,220.79,41,22,52.68,86.63,81.48,0.09
16535,169.91,41,22,52.52,86.26,31.12,0.29
16536,184.68,41,22,53.15,90.49,41.04,0.28
16537,170.64,41,22,53.1,82.81,34.73,0.19
16538,174.15,41,22,53.05,86.37,34.73,0.89
16539,178.27,41,22,51.24,93.21,33.82,0.69
16540,167.35,41,22,51.19,79.97,36.2,0.22
16541,183.97,41,22,51.55,97.36,35.05,0.35
16542,174.64,40,22,52.63,86.95,35.06,0.22
16543,173.39,41,22,51.38,86.72,35.29,0.51
16544,179.05,41,22,51.29,91.8,35.97,0.33
16545,170.15,41,22,51.16,87.14,31.85,0.17
16546,166.22,41,22,51.24,81.33,33.65,0.23
16547,172.09,42,22,51.53,91.87,28.68,0.4
16548,175.91,42,22,51.57,88.92,35.42,0.1
16549,180.34,42,22,51.49,91.6,37.26,0.4
16550,164.47,42,23,51.68,78.06,34.73,0.86
16551,167.32,42,23,51.65,76.44,39.23,0.08
16552,161.94,42,23,51.74,80.95,29.24,0.15
16553,174.36,42,23,51.84,88.04,34.49,0.19
16554,178.24,42,23,51.85,96.27,30.12,0.08
16555,197.14,42,22,51.85,111.56,33.73,0.31
16556,219.31,42,23,51.38,98.99,68.94,0.4
16557,214.24,42,22,51.52,95.13,67.58,0.4
16558,157.67,42,22,51.39,74.76,31.51,0.25
16559,205.71,42,22,52.36,91.09,62.26,1
16560,173.09,42,22,52.23,92.47,28.39,0.35
16561,162.83,41,22,51.48,83.07,28.28,0.79
16562,166.45,41,22,52.17,79.87,34.4,0.66
16563,213.04,41,22,52.32,82.17,78.55,0.27
16564,176.68,41,22,52.3,87.32,37.06,0.05
16565,168.93,41,22,52.44,84.59,31.89,0.54
16566,203.07,41,22,52.84,88.09,62.14,0.29
16567,167.95,41,22,52.71,73.76,41.48,0.32
16568,211.75,41,22,52.84,75.88,83.03,0.28
16569,182.52,41,22,52.79,77.6,52.13,0.64
16570,171.37,41,22,52.77,84.29,34.3,0.48
16571,188.38,41,22,52.73,99.78,35.87,0.46
16572,167.67,41,21,52.65,80.22,34.8,0.39
16573,209.86,41,21,53.01,87.6,69.25,0.61
16574,186.6,41,21,52.52,95.35,38.73,0.49
16575,171.88,41,21,52.58,82.92,36.39,0.18
16576,154.9,41,21,52.67,72.14,30.09,0.33
16577,173.59,41,21,52.57,85.68,35.34,0.38
16578,170.65,41,22,52.5,77.35,40.8,0.55
16579,219.86,41,21,53.67,78.16,88.04,0.72
16580,219.02,41,21,53.6,74.59,90.82,0.7
16581,174.56,41,21,53.61,84.26,36.69,0.25
16582,170.77,41,21,53.63,78.47,38.67,0.21
16583,173.84,41,21,53.62,83.29,36.92,0.48
16584,185.84,41,21,53.66,80.77,51.41,0.8
16585,183.09,41,21,53.88,93.05,36.16,0.19
16586,187.48,41,21,54.11,89.59,43.78,0.65
16587,235.9,41,21,54.05,93.08,88.76,0.91
16588,163.53,41,21,54.19,77.36,31.98,0.59
16589,174.48,41,21,54.23,81.88,38.37,0.29
16590,183.94,41,21,54.5,93.8,35.64,0.5
16591,178.54,41,21,54.64,86.58,37.32,0.16
16592,173.04,41,21,53.86,84.93,34.25,0.21
16593,174.15,41,21,54.59,86.31,33.25,0.85
16594,179.1,41,21,54.43,84.13,40.54,0.64
16595,172.98,41,21,54.55,79.62,38.81,0.43
16596,176.36,41,21,54.64,81.57,40.15,0.05
16597,175.03,41,21,54.65,85.72,34.66,0.15
16598,166.3,41,21,54.52,79.87,31.91,0.54
16599,168.27,41,21,54.41,78.84,35.02,0.27
16600,172.63,41,21,54.46,88.6,29.57,0.09
16601,204.66,41,21,54.69,80.33,69.65,0.31
16602,175.78,41,21,54.5,91.31,29.97,0.26
16603,205.44,41,21,54.77,84.25,66.42,0.36
16604,173.97,41,21,54.58,90.13,29.27,0.2
16605,175.86,41,21,54.49,87.91,33.46,0.82
16606,166.03,41,21,54.44,80.16,31.43,0.34
16607,182.94,41,21,54.67,94.05,34.22,0.09
16608,173.88,41,21,54.64,87.49,31.75,0.39
16609,212.09,41,21,54.59,83.21,74.3,0.26
16610,167.48,41,21,54.73,80.92,31.82,0.51
16611,172.92,41,21,54.48,84.87,33.57,0.42
16612,200.81,41,21,54.57,80.01,66.23,0.71
16613,177.37,41,21,54.49,88.22,34.66,0.28
16614,180.32,41,21,54.58,85.4,40.34,0.42
16615,165.67,41,21,54.68,81.8,29.19,0.58
16616,174.16,41,21,54.47,82.25,37.44,0.68
16617,166.68,41,21,54.35,82.76,29.56,0.21
16618,172.11,41,21,54.27,82.65,35.19,0.72
16619,155.91,41,21,54.41,73.91,27.59,0.6
16620,165.54,41,21,54.39,79.07,32.07,0.17
16621,172.49,41,21,54.43,73.89,44.16,0.06
16622,172.19,41,21,54.44,83.16,34.59,0.12
16623,208.95,41,21,54.43,72.43,82.08,0.37
16624,189.09,41,21,54.43,97.47,37.18,0.26
16625,186.65,41,21,53.63,90.4,42.62,0.61
16626,217.38,41,21,53.72,89.21,74.45,0.33
16627,174.45,41,21,53.78,86.85,33.81,0.21
16628,193.16,41,21,53.68,106.16,33.32,0.16
16629,184.77,41,21,53.68,97.82,33.27,0.39
16630,184.55,41,21,53.31,83.19,48.05,0.42
16631,189.1,41,21,53.46,88.65,47,0.96
16632,200,41,21,53.42,75.14,71.43,0.28
16633,188.67,41,21,53.68,100.78,34.22,0.21
16634,182,41,21,53.69,88.29,40.02,0.24
16635,171.69,41,21,53.7,82.59,35.41,0.22
16636,213.37,41,21,53.64,116.93,42.8,0.19
16637,187.41,41,21,53.66,101.96,31.78,0.13
16638,169.27,41,21,53.54,76.89,38.84,0.24
16639,187.24,41,21,53.31,95.19,38.74,0.31
16640,170.06,41,21,53.28,84.76,32.02,0.14
16641,184.15,41,21,53.84,89.67,40.63,0.51
16642,181.24,41,21,53.79,93.13,34.33,0.19
16643,239.82,41,21,53.83,111.35,74.64,0.58
16644,205.3,41,21,53.71,80.76,70.83,0.19
16645,198.51,42,22,53.66,80.02,64.82,0.47
16646,182.1,41,21,53.8,88.84,39.45,0.54
16647,195.46,41,21,53.73,94.76,46.96,0.39
16648,170.22,41,21,53.78,78.9,37.53,0.06
16649,171.99,41,21,53.71,79.83,38.45,0.15
16650,192,41,21,53.67,93.7,44.63,0.4
16651,177.81,41,21,53.78,86.43,37.6,0.39
16652,177.42,42,21,53.6,92.37,31.45,0.39
16653,177.14,41,21,53.83,89.19,34.12,0.43
16654,185.07,41,22,53.98,95.59,35.5,0.79
16655,175.13,41,22,53.99,88.63,32.5,0.16
16656,175.38,42,22,53.76,88.31,33.3,0.58
16657,177.24,42,21,53.69,91.66,31.89,0.18
16658,183.76,42,22,53.77,91.21,38.78,0.19
16659,180.68,42,22,54.11,87.45,39.12,0.44
16660,223.61,42,22,54.02,89.25,80.34,0.29
16661,177.01,42,22,54.12,89.43,33.47,0.31
16662,177.79,42,22,54.13,87.06,36.59,0.28
16663,225.79,42,22,54.05,89.7,82.05,0.47
16664,177.88,42,22,54.03,91.51,32.34,0.1
16665,179.76,42,22,54.03,95.28,30.45,0.39
16666,180.76,42,21,53.83,93.93,33,0.28
16667,178.73,42,21,54.36,89.77,34.59,0.57
16668,174.26,41,22,54.57,86.14,33.54,0.31
16669,162.81,41,22,54.28,77.61,30.92,0.11
16670,185.43,41,21,54.29,90.24,40.9,0.3
16671,176.76,41,21,55.73,84.7,36.33,0.34
16672,178.68,40,21,55.66,86.26,36.76,0.12
16673,184.31,41,21,54.21,90.26,39.85,0.58
16674,173.19,41,21,55.44,83.36,34.39,0.53
16675,223.27,42,21,55.45,85.2,82.62,0.51
16676,214.46,42,21,54.65,97.69,62.12,0.66
16677,201.26,42,21,54.64,109.59,37.04,0.21
16678,226.07,42,21,54.71,90.96,80.4,0.58
16679,190.48,42,21,54.65,94.45,41.38,0.07
16680,175.99,42,21,54.56,91.87,29.56,0.38
16681,182.27,43,21,54.58,93.99,33.7,0.56
16682,176.2,43,21,55.42,90.49,30.29,0.58
16683,186.65,42,21,54.61,90.42,41.62,0.63
16684,182.34,42,21,54.57,95.8,31.97,0.17
16685,178.88,42,21,54.51,89.57,34.8,0.44
16686,209.02,42,21,54.64,89.67,64.71,0.72
16687,172.84,42,22,54.7,80.1,38.05,0.12
16688,172.24,42,21,54.5,83.46,34.28,0.14
16689,160.45,42,21,54.56,73.64,32.25,0.59
16690,184.01,41,22,54.61,95,34.4,0.2
16691,195.45,41,22,55.78,108.62,31.05,0.13
16692,189.64,41,21,55.52,100.02,34.11,0.41
16693,184.24,41,21,56.41,85.4,42.43,0.42
16694,188.72,41,22,55.56,98.49,34.67,0.24
16695,172.87,41,22,55.26,81.57,36.03,0.5
16696,184.39,41,22,54.57,92.61,37.21,0.72
16697,194.13,40,22,55.82,100.01,38.29,0.29
16698,240.54,40,22,55.89,129.32,55.34,0.2
16699,176.42,41,21,54.58,85.69,36.15,0.57
16700,178.22,41,21,54.44,89.61,34.17,0.07
16701,178.91,41,22,54.65,87.95,36.32,0.24
16702,183.78,41,22,54.57,84.37,44.84,0.23
16703,208.89,41,22,54.35,90.92,63.62,0.19
16704,174.25,41,21,54.28,81.43,38.54,0.53
16705,178.23,41,21,54.27,85.47,38.5,0.25
16706,175.31,41,23,54.17,82.49,38.65,0.76
16707,182.32,41,22,53.98,92.16,36.19,0.72
16708,217.22,41,22,55.21,91.13,70.88,0.64
16709,159.16,41,22,55.37,70.14,33.64,0.42
16710,186.51,41,22,55.45,92.62,38.44,0.3
16711,193.95,41,22,56.32,97.72,39.91,0.83
16712,182.96,41,22,56.73,90.4,35.83,0.29
16713,181.41,40,22,56.68,92.59,32.14,0.43
16714,192.4,40,22,56.62,96.71,39.07,0.19
16715,189.91,40,23,56.61,97.26,36.04,0.25
16716,189.61,40,22,56.42,92.96,40.22,0.92
16717,243.1,40,22,56.56,100.24,86.3,0.13
16718,181.17,40,22,56.53,87.36,37.28,0.32
16719,179.11,40,22,56.49,87,35.62,0.23
16720,234.87,40,22,57.91,91.54,85.41,0.56
16721,211.11,40,22,55.25,86.6,69.26,0.63
16722,238.46,40,22,55.29,91.07,92.1,0.28
16723,190.61,40,23,55.34,92.5,42.76,0.34
16724,184.47,40,23,55.52,94.21,34.74,0.78
16725,195.12,40,23,55.54,97.8,41.78,0.07
16726,187.75,40,23,55.95,93.26,38.55,0.66
16727,200.27,42,23,54.33,90.08,55.87,0.49
16728,213.01,41,23,56.99,100,56.02,0.3
16729,170.97,40,23,56.47,83.72,30.78,0.62
16730,189.5,41,23,56.58,100.35,32.57,0.3
16731,212.25,41,23,56.26,93.8,62.19,0.09
16732,183.14,41,23,57.69,90.2,35.25,0.28
16733,177.66,41,23,57.97,83.55,36.14,0.14
16734,189.38,42,23,56.41,93.07,39.9,0.76
16735,172.27,41,22,55.54,82.19,34.53,0.65
16736,183.06,40,22,56.75,86.99,39.32,0.67
16737,175.79,41,22,58.09,85.21,32.49,0.58
16738,200.34,41,22,58.04,105.24,37.06,0.39
16739,182.82,41,22,58.53,91.91,32.39,0.37
16740,170.69,41,22,58.45,80.75,31.5,0.02
16741,167.2,41,22,58.64,74.43,34.12,0.09
16742,179.89,41,22,58.23,87.79,33.87,0.33
16743,188.69,41,22,58.22,99.9,30.57,0.39
16744,174.26,40,22,58.3,83.29,32.67,0.39
16745,175.77,40,23,56.62,83.58,35.57,0.44
16746,186.02,40,23,56.61,95.89,33.53,0.34
16747,226.62,40,22,56.86,83.84,85.92,0.48
16748,192.19,40,22,56.84,95.67,39.68,0.07
16749,162.18,40,22,56.78,67.63,37.77,0.3
16750,172.47,40,23,56.73,79.26,36.48,0.48
16751,174.09,40,22,58.16,84.51,31.42,0.31
16752,174.67,41,22,55.38,82.79,36.5,0.57
16753,173.23,40,23,55.3,83.53,34.4,0.52
16754,228.1,40,23,55.38,85.4,87.32,0.26
16755,182.03,41,22,56.87,92.78,32.38,0.64
16756,179.35,42,22,56.78,81.17,41.4,0.29
16757,187.5,41,22,56.8,93.28,37.42,0.19
16758,181.31,41,22,55.91,85.4,40,0.15
16759,201.04,41,22,56.53,85.49,59.02,0.35
16760,179.38,41,22,56.51,90.26,32.61,0.38
16761,171.12,40,22,56.82,79.39,34.9,0.33
16762,211.15,40,22,58.12,88.98,64.05,0.69
16763,188.46,40,22,58.09,98.18,32.2,0.38
16764,168.24,40,22,58.31,73.5,36.42,0.48
16765,173.71,40,22,57.99,83.87,31.85,0.24
16766,182.67,40,22,58.23,79.64,44.8,0.32
16767,244.73,40,22,58.02,100.27,86.45,0.4
16768,203.36,40,22,56.78,83.3,63.27,0.21
16769,186.67,40,21,58.07,87.08,41.52,0.28
16770,174.59,41,22,56.67,84.64,33.28,0.6
16771,180.91,40,22,57.94,90.74,32.23,0.2
16772,184.18,40,22,57.99,82.7,43.48,0.59
16773,181.99,40,22,57.11,91.85,33.03,0.53
16774,177.91,40,22,57.11,86.51,34.29,0.13
16775,182.05,40,22,57.13,89.65,35.27,0.7
16776,184.91,40,21,57.34,91.26,36.32,0.43
16777,176.74,40,21,57.32,80.72,38.7,0.22
16778,181.79,41,21,57.31,88.74,35.73,0.42
16779,168.53,41,21,55.95,80.89,31.69,0.66
16780,172.64,41,21,57.1,84.33,31.2,0.23
16781,203.77,41,21,56.94,84.56,62.26,0.71
16782,186.18,41,22,56.89,92.24,37.04,0.37
16783,187.05,41,22,56.9,94.86,35.28,0.35
16784,191.14,41,22,56.86,90.75,43.53,0.31
16785,204.38,41,22,56.54,89.7,58.15,0.21
16786,166.65,40,21,58.09,82.4,26.16,0.88
16787,184.18,40,21,58.1,82.53,43.55,0.17
16788,206.22,40,21,56.83,86.21,63.18,0.32
16789,218.37,40,21,56.81,75.71,85.85,0.02
16790,181.11,40,21,55.43,88.93,36.75,0.22
16791,173.84,40,21,56.39,85.3,32.15,0.39
16792,178.59,40,22,56.86,89.62,32.11,0.81
16793,162.36,40,22,55.38,79,27.98,0.73
16794,169.62,40,22,55.5,81.56,32.57,0.2
16795,224.09,40,22,56.96,83.15,83.98,0.25
16796,212.67,40,22,56.72,87.84,68.11,0.47
16797,216.17,40,22,56.78,80.15,79.24,0.14
16798,174.15,40,22,56.57,73.06,44.53,0.5
16799,173.81,40,22,56.55,83.66,33.59,0.16
16800,169.75,40,22,56.51,74.06,39.18,0.18
16801,166.97,40,22,56.87,77.86,32.24,0.37
16802,176.7,40,22,56.59,88.08,32.02,0.29
16803,186.53,40,22,56.79,96.3,33.43,0.15
16804,161.85,40,22,56.79,76.03,29.04,0.7
16805,207.21,40,22,56.81,86.39,64,0.14
16806,183.76,40,22,56.86,87.45,39.44,0.12
16807,175.57,40,22,56.71,84.1,34.76,0.15
16808,197.98,40,22,57,105.09,35.89,0.53
