Objective 1,Objective 2,Objective 3
394.2101135383333,563,187
323.45052181666665,546,186
556.4293352333333,564,169
138.545239015,608,178
186.85736778666669,540,174
328.69899992499995,642,153
280.50586397,588,186
205.086512035,646,232
238.71721592333333,562,157
254.48599888333334,623,200
248.72002834,578,181
353.29548939999995,622,199
117.97391932166666,691,288
256.82772062,612,169
285.40374384999996,556,199
142.561548915,759,287
670.831129515,566,173
193.94196917166667,624,206
668.5281951133333,547,164
267.339511775,550,177
191.24417894333334,638,153
131.51315389166666,752,291
314.65428235,540,184
431.64193304833327,561,167
336.79446141666665,738,268
141.51250750666668,777,276
227.71724655666668,572,206
410.10433492,621,202
232.26532524666666,564,194
245.98422748166666,657,148
312.5372015766667,594,150
132.55901317833334,672,202
397.79930393666666,551,168
406.29388243999995,556,203
231.52366036333336,559,163
162.98975119166667,616,204
397.7117189716667,613,165
338.270007695,539,201
316.57714839833335,548,183
445.99280214666663,610,198
187.80995255833332,606,198
543.92666731,524,166
309.40428635000006,583,206
430.30862225,629,156
483.20910576166665,551,204
186.83558059499998,568,173
116.24660669833335,593,171
113.18737071,665,256
129.43115174000002,752,264
848.6773159166665,548,168
131.06139976166668,641,212
254.33492723999998,556,155
452.3929711383333,609,194
381.98949292333333,567,192
490.052720405,552,166
1154.1638285133333,552,157
289.1121324183333,656,147
215.23528615833334,633,223
216.21941059833333,766,298
203.71455053333332,577,199
150.1322853833333,781,295
