Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
16681.00 ,147.29 ,38.00 ,24.00 ,21.00 ,20.00 ,44.56 ,67.67 ,35.06 ,0.45 ,
16682.00 ,132.42 ,38.00 ,24.00 ,21.00 ,20.00 ,44.64 ,62.38 ,25.41 ,0.52 ,
16683.00 ,143.12 ,38.00 ,24.00 ,21.00 ,20.00 ,44.58 ,74.09 ,24.45 ,0.20 ,
16684.00 ,139.65 ,38.00 ,24.00 ,21.00 ,20.00 ,44.56 ,68.08 ,27.01 ,0.34 ,
16685.00 ,153.12 ,39.00 ,24.00 ,21.00 ,20.00 ,44.59 ,77.71 ,30.82 ,0.48 ,
16686.00 ,163.96 ,38.00 ,24.00 ,21.00 ,20.00 ,44.62 ,86.11 ,33.24 ,0.34 ,
16687.00 ,163.30 ,38.00 ,24.00 ,21.00 ,20.00 ,44.57 ,88.78 ,29.95 ,0.60 ,
16688.00 ,142.52 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,69.48 ,28.45 ,0.19 ,
16689.00 ,156.03 ,38.00 ,24.00 ,21.00 ,20.00 ,44.65 ,79.69 ,31.69 ,0.44 ,
16690.00 ,147.07 ,38.00 ,24.00 ,21.00 ,20.00 ,44.66 ,72.26 ,30.15 ,0.50 ,
16691.00 ,130.00 ,38.00 ,24.00 ,21.00 ,20.00 ,44.61 ,62.90 ,22.48 ,0.24 ,
16692.00 ,144.04 ,38.00 ,24.00 ,21.00 ,20.00 ,44.57 ,65.74 ,33.73 ,0.38 ,
16693.00 ,155.80 ,38.00 ,24.00 ,21.00 ,20.00 ,44.51 ,75.08 ,36.21 ,0.30 ,
16694.00 ,153.63 ,38.00 ,24.00 ,21.00 ,20.00 ,44.60 ,75.50 ,33.53 ,0.39 ,
16695.00 ,133.12 ,38.00 ,24.00 ,21.00 ,20.00 ,44.68 ,59.05 ,29.39 ,0.40 ,
16696.00 ,129.38 ,38.00 ,24.00 ,21.00 ,20.00 ,44.55 ,62.73 ,22.10 ,0.36 ,
16697.00 ,151.70 ,38.00 ,24.00 ,21.00 ,20.00 ,44.56 ,75.37 ,31.77 ,0.56 ,
16698.00 ,163.04 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,87.44 ,31.01 ,0.69 ,
16699.00 ,149.02 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,71.46 ,32.97 ,0.55 ,
16700.00 ,152.72 ,38.00 ,24.00 ,21.00 ,20.00 ,44.64 ,80.70 ,27.37 ,0.62 ,
16701.00 ,155.66 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,77.36 ,33.71 ,0.71 ,
16702.00 ,138.42 ,38.00 ,24.00 ,21.00 ,20.00 ,44.62 ,60.86 ,32.94 ,0.19 ,
16703.00 ,150.24 ,38.00 ,24.00 ,21.00 ,20.00 ,44.63 ,70.02 ,35.58 ,0.49 ,
16704.00 ,173.93 ,38.00 ,24.00 ,21.00 ,20.00 ,44.66 ,66.90 ,62.36 ,0.58 ,
16705.00 ,142.81 ,38.00 ,24.00 ,21.00 ,20.00 ,44.51 ,68.69 ,29.61 ,0.24 ,
16706.00 ,150.33 ,38.00 ,24.00 ,21.00 ,20.00 ,44.66 ,79.25 ,26.42 ,0.40 ,
16707.00 ,148.70 ,38.00 ,24.00 ,21.00 ,20.00 ,44.60 ,77.28 ,26.81 ,0.11 ,
16708.00 ,139.69 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,69.10 ,26.00 ,0.38 ,
16709.00 ,139.82 ,38.00 ,24.00 ,21.00 ,20.00 ,44.62 ,67.89 ,27.31 ,0.25 ,
16710.00 ,150.68 ,38.00 ,24.00 ,21.00 ,20.00 ,44.63 ,77.24 ,28.82 ,0.35 ,
16711.00 ,137.12 ,38.00 ,24.00 ,21.00 ,20.00 ,44.68 ,62.04 ,30.40 ,0.43 ,
16712.00 ,200.96 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,83.75 ,72.62 ,0.46 ,
16713.00 ,138.96 ,38.00 ,24.00 ,21.00 ,20.00 ,44.61 ,71.86 ,22.49 ,0.58 ,
16714.00 ,138.45 ,38.00 ,24.00 ,21.00 ,20.00 ,44.59 ,65.57 ,28.28 ,0.43 ,
16715.00 ,153.26 ,38.00 ,24.00 ,21.00 ,20.00 ,44.61 ,82.91 ,25.74 ,0.53 ,
16716.00 ,138.61 ,38.00 ,24.00 ,21.00 ,20.00 ,44.60 ,68.65 ,25.35 ,0.45 ,
16717.00 ,198.64 ,38.00 ,24.00 ,21.00 ,20.00 ,44.62 ,84.61 ,69.41 ,0.19 ,
16718.00 ,200.44 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,85.49 ,71.32 ,0.68 ,
16719.00 ,193.69 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,77.07 ,72.99 ,0.42 ,
16720.00 ,149.91 ,38.00 ,24.00 ,21.00 ,20.00 ,43.71 ,77.14 ,29.06 ,0.27 ,
16721.00 ,140.44 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,70.09 ,26.79 ,0.28 ,
16722.00 ,144.73 ,38.00 ,24.00 ,21.00 ,20.00 ,43.54 ,71.25 ,29.94 ,0.34 ,
16723.00 ,139.61 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,68.49 ,27.48 ,0.33 ,
16724.00 ,190.75 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,83.04 ,64.08 ,0.30 ,
16725.00 ,150.89 ,38.00 ,24.00 ,21.00 ,20.00 ,43.55 ,82.03 ,25.31 ,0.40 ,
16726.00 ,169.57 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,66.40 ,59.56 ,0.38 ,
16727.00 ,141.10 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,72.60 ,24.86 ,0.40 ,
16728.00 ,142.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,70.04 ,28.78 ,0.52 ,
16729.00 ,145.22 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,73.75 ,27.88 ,0.66 ,
16730.00 ,172.87 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,74.18 ,55.05 ,0.57 ,
16731.00 ,148.18 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,72.62 ,31.99 ,0.45 ,
16732.00 ,148.33 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,77.46 ,27.26 ,0.29 ,
16733.00 ,154.27 ,38.00 ,24.00 ,21.00 ,20.00 ,43.68 ,72.69 ,37.90 ,0.53 ,
16734.00 ,147.95 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,77.83 ,26.51 ,0.31 ,
16735.00 ,169.23 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,62.67 ,62.92 ,0.39 ,
16736.00 ,148.13 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,73.00 ,31.57 ,0.27 ,
16737.00 ,190.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,69.76 ,77.01 ,0.54 ,
16738.00 ,137.24 ,38.00 ,24.00 ,21.00 ,20.00 ,43.52 ,66.04 ,27.68 ,0.39 ,
16739.00 ,152.37 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,80.07 ,28.73 ,0.48 ,
16740.00 ,170.36 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,62.06 ,64.73 ,0.28 ,
16741.00 ,146.13 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,72.77 ,29.79 ,0.40 ,
16742.00 ,183.27 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,65.54 ,74.07 ,0.51 ,
16743.00 ,151.03 ,38.00 ,24.00 ,21.00 ,20.00 ,43.69 ,85.59 ,21.75 ,0.15 ,
16744.00 ,137.52 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,66.51 ,27.37 ,0.40 ,
16745.00 ,174.65 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,77.70 ,53.33 ,0.43 ,
16746.00 ,142.72 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,73.65 ,25.49 ,0.65 ,
16747.00 ,144.19 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,73.66 ,26.88 ,0.50 ,
16748.00 ,137.99 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,67.80 ,26.59 ,0.30 ,
16749.00 ,145.32 ,38.00 ,24.00 ,21.00 ,20.00 ,43.52 ,75.39 ,26.41 ,0.44 ,
16750.00 ,134.14 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,62.10 ,28.46 ,0.27 ,
16751.00 ,136.24 ,38.00 ,24.00 ,21.00 ,20.00 ,43.67 ,62.19 ,30.39 ,0.46 ,
16752.00 ,143.64 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,69.67 ,30.32 ,0.65 ,
16753.00 ,134.20 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,65.66 ,24.94 ,0.18 ,
16754.00 ,152.61 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,78.89 ,30.11 ,0.23 ,
16755.00 ,142.65 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,75.88 ,23.13 ,0.30 ,
16756.00 ,147.14 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,77.07 ,26.50 ,0.27 ,
16757.00 ,155.04 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,86.37 ,25.06 ,0.60 ,
16758.00 ,137.96 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,65.47 ,28.89 ,0.24 ,
16759.00 ,147.62 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,76.59 ,27.38 ,0.67 ,
16760.00 ,131.15 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,58.53 ,28.98 ,0.43 ,
16761.00 ,177.49 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,63.65 ,70.21 ,0.38 ,
16762.00 ,137.91 ,38.00 ,24.00 ,21.00 ,20.00 ,43.53 ,69.24 ,25.14 ,0.65 ,
16763.00 ,133.08 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,62.78 ,26.66 ,0.50 ,
16764.00 ,145.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.53 ,73.11 ,28.76 ,0.43 ,
16765.00 ,138.16 ,38.00 ,24.00 ,21.00 ,20.00 ,43.51 ,69.03 ,25.63 ,0.33 ,
16766.00 ,146.62 ,38.00 ,24.00 ,21.00 ,20.00 ,43.56 ,70.24 ,32.81 ,0.58 ,
16767.00 ,181.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,71.88 ,65.89 ,0.35 ,
16768.00 ,149.04 ,38.00 ,24.00 ,21.00 ,20.00 ,43.55 ,76.37 ,29.12 ,0.23 ,
16769.00 ,144.92 ,38.00 ,24.00 ,21.00 ,20.00 ,43.67 ,66.33 ,34.92 ,0.54 ,
16770.00 ,130.10 ,38.00 ,24.00 ,21.00 ,20.00 ,43.66 ,60.06 ,26.38 ,0.48 ,
16771.00 ,147.10 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,74.53 ,28.98 ,0.55 ,
16772.00 ,196.14 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,79.49 ,73.03 ,0.49 ,
16773.00 ,140.07 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,70.24 ,26.20 ,0.76 ,
16774.00 ,141.39 ,38.00 ,24.00 ,21.00 ,20.00 ,43.56 ,68.50 ,29.33 ,0.28 ,
16775.00 ,190.10 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,73.20 ,73.31 ,0.54 ,
16776.00 ,141.00 ,38.00 ,24.00 ,21.00 ,20.00 ,43.54 ,72.55 ,24.91 ,0.40 ,
16777.00 ,167.12 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,68.25 ,55.27 ,0.31 ,
16778.00 ,134.46 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,64.97 ,25.87 ,0.34 ,
16779.00 ,143.47 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,72.35 ,27.51 ,0.48 ,
16780.00 ,146.68 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,78.14 ,24.90 ,0.13 ,
16781.00 ,177.17 ,38.00 ,24.00 ,21.00 ,20.00 ,43.56 ,82.25 ,51.37 ,0.15 ,
16782.00 ,145.25 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,76.70 ,24.93 ,0.23 ,
16783.00 ,137.65 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,67.18 ,26.89 ,0.15 ,
16784.00 ,149.69 ,38.00 ,24.00 ,21.00 ,20.00 ,43.69 ,74.75 ,31.25 ,0.49 ,
16785.00 ,139.02 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,65.56 ,29.86 ,0.36 ,
16786.00 ,135.38 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,67.00 ,24.75 ,0.22 ,
16787.00 ,174.78 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,72.32 ,58.87 ,0.16 ,
16788.00 ,153.29 ,38.00 ,24.00 ,21.00 ,20.00 ,43.55 ,81.53 ,28.21 ,0.32 ,
16789.00 ,133.49 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,66.43 ,23.46 ,0.45 ,
16790.00 ,148.40 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,78.44 ,26.37 ,0.33 ,
16791.00 ,144.71 ,38.00 ,24.00 ,21.00 ,20.00 ,43.51 ,72.83 ,28.36 ,0.20 ,
16792.00 ,141.46 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,71.00 ,26.86 ,0.59 ,
16793.00 ,132.87 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,62.59 ,26.67 ,0.58 ,
16794.00 ,157.63 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,85.03 ,29.02 ,0.29 ,
16795.00 ,134.46 ,38.00 ,24.00 ,21.00 ,20.00 ,43.72 ,59.71 ,31.04 ,0.47 ,
16796.00 ,167.67 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,83.87 ,40.15 ,0.30 ,
16797.00 ,150.42 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,78.76 ,28.06 ,0.38 ,
16798.00 ,186.17 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,66.34 ,76.22 ,0.35 ,
16799.00 ,128.78 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,60.98 ,24.14 ,0.37 ,
16800.00 ,148.42 ,38.00 ,24.00 ,21.00 ,20.00 ,43.68 ,76.61 ,28.13 ,0.15 ,
16801.00 ,151.60 ,38.00 ,24.00 ,21.00 ,20.00 ,43.56 ,79.79 ,28.25 ,0.06 ,
16802.00 ,151.01 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,78.23 ,29.16 ,0.46 ,
16803.00 ,153.58 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,77.65 ,32.32 ,0.41 ,
16804.00 ,153.53 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,82.52 ,27.38 ,0.23 ,
16805.00 ,132.85 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,62.91 ,26.31 ,0.42 ,
16806.00 ,140.36 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,67.86 ,28.91 ,0.46 ,
16807.00 ,156.51 ,38.00 ,24.00 ,21.00 ,20.00 ,43.73 ,80.24 ,32.54 ,0.26 ,
16808.00 ,153.48 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,78.24 ,31.65 ,0.11 ,
16809.00 ,156.53 ,38.00 ,24.00 ,21.00 ,20.00 ,43.51 ,81.35 ,31.67 ,0.30 ,
16810.00 ,151.15 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,79.12 ,28.46 ,0.37 ,
16811.00 ,161.84 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,87.67 ,30.59 ,0.51 ,
16812.00 ,192.71 ,38.00 ,24.00 ,21.00 ,20.00 ,43.67 ,73.36 ,75.68 ,0.48 ,
16813.00 ,144.80 ,38.00 ,24.00 ,21.00 ,20.00 ,43.48 ,74.75 ,26.57 ,0.47 ,
16814.00 ,136.44 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,64.68 ,28.12 ,0.64 ,
16815.00 ,190.77 ,39.00 ,24.00 ,21.00 ,20.00 ,43.60 ,76.02 ,71.15 ,0.67 ,
16816.00 ,147.47 ,39.00 ,24.00 ,21.00 ,20.00 ,43.56 ,75.03 ,28.88 ,0.54 ,
16817.00 ,138.72 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,71.82 ,23.30 ,0.46 ,
16818.00 ,169.96 ,39.00 ,24.00 ,21.00 ,20.00 ,43.54 ,68.05 ,58.38 ,0.15 ,
16819.00 ,146.55 ,39.00 ,24.00 ,21.00 ,20.00 ,43.56 ,78.77 ,24.23 ,0.57 ,
16820.00 ,189.09 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,67.78 ,77.68 ,0.37 ,
16821.00 ,145.32 ,39.00 ,24.00 ,21.00 ,20.00 ,43.54 ,78.26 ,23.53 ,0.53 ,
16822.00 ,132.53 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,60.86 ,28.04 ,0.45 ,
16823.00 ,137.91 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,65.47 ,28.80 ,0.53 ,
16824.00 ,145.72 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,79.52 ,22.57 ,0.61 ,
16825.00 ,133.95 ,39.00 ,24.00 ,21.00 ,20.00 ,43.57 ,62.80 ,27.58 ,0.42 ,
16826.00 ,152.15 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,75.19 ,33.32 ,0.27 ,
16827.00 ,153.90 ,38.00 ,24.00 ,21.00 ,20.00 ,43.56 ,72.01 ,38.32 ,0.34 ,
16828.00 ,156.47 ,39.00 ,24.00 ,21.00 ,20.00 ,43.62 ,66.26 ,46.59 ,0.33 ,
16829.00 ,139.76 ,39.00 ,24.00 ,21.00 ,20.00 ,43.62 ,68.54 ,27.60 ,0.40 ,
16830.00 ,193.41 ,39.00 ,24.00 ,21.00 ,20.00 ,43.70 ,79.11 ,70.60 ,0.36 ,
16831.00 ,130.38 ,38.00 ,24.00 ,21.00 ,20.00 ,43.64 ,56.86 ,29.88 ,0.31 ,
16832.00 ,136.60 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,65.17 ,27.82 ,0.25 ,
16833.00 ,135.52 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,63.01 ,28.95 ,0.35 ,
16834.00 ,137.16 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,63.85 ,29.72 ,0.61 ,
16835.00 ,151.45 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,80.94 ,26.94 ,0.33 ,
16836.00 ,141.03 ,38.00 ,24.00 ,21.00 ,20.00 ,43.70 ,70.77 ,26.56 ,0.35 ,
16837.00 ,152.25 ,39.00 ,24.00 ,21.00 ,20.00 ,43.65 ,84.17 ,24.43 ,0.16 ,
16838.00 ,195.21 ,38.00 ,24.00 ,21.00 ,20.00 ,43.50 ,80.88 ,70.82 ,0.58 ,
16839.00 ,144.65 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,71.46 ,29.55 ,0.36 ,
16840.00 ,143.47 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,74.99 ,24.85 ,0.18 ,
16841.00 ,147.31 ,38.00 ,24.00 ,21.00 ,20.00 ,43.55 ,70.93 ,32.83 ,0.19 ,
16842.00 ,147.80 ,39.00 ,24.00 ,21.00 ,20.00 ,43.64 ,79.59 ,24.57 ,0.50 ,
16843.00 ,148.19 ,38.00 ,24.00 ,21.00 ,20.00 ,43.57 ,79.82 ,24.80 ,0.46 ,
16844.00 ,126.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.61 ,56.23 ,26.57 ,0.40 ,
16845.00 ,181.49 ,38.00 ,24.00 ,21.00 ,20.00 ,43.70 ,70.03 ,67.76 ,0.13 ,
16846.00 ,199.36 ,38.00 ,24.00 ,21.00 ,20.00 ,43.67 ,80.95 ,74.74 ,0.24 ,
16847.00 ,179.01 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,62.91 ,72.50 ,0.40 ,
16848.00 ,157.06 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,79.13 ,34.28 ,0.18 ,
16849.00 ,145.62 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,72.86 ,29.11 ,0.61 ,
16850.00 ,143.36 ,38.00 ,24.00 ,21.00 ,20.00 ,43.68 ,76.59 ,23.09 ,0.27 ,
16851.00 ,137.25 ,38.00 ,24.00 ,21.00 ,20.00 ,43.55 ,67.08 ,26.62 ,0.19 ,
16852.00 ,138.80 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,64.77 ,30.42 ,0.38 ,
16853.00 ,170.57 ,38.00 ,24.00 ,21.00 ,20.00 ,43.67 ,76.36 ,50.55 ,0.60 ,
16854.00 ,140.04 ,39.00 ,24.00 ,21.00 ,20.00 ,43.58 ,69.17 ,27.28 ,0.27 ,
16855.00 ,143.96 ,39.00 ,24.00 ,21.00 ,20.00 ,43.69 ,71.62 ,28.64 ,0.35 ,
16856.00 ,131.58 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,61.88 ,26.11 ,0.43 ,
16857.00 ,135.91 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,63.70 ,28.60 ,0.77 ,
16858.00 ,147.25 ,39.00 ,24.00 ,21.00 ,20.00 ,43.68 ,70.85 ,32.71 ,0.25 ,
16859.00 ,141.22 ,39.00 ,24.00 ,21.00 ,20.00 ,43.65 ,68.48 ,29.09 ,0.53 ,
16860.00 ,142.22 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,68.96 ,29.66 ,0.33 ,
16861.00 ,167.88 ,39.00 ,24.00 ,21.00 ,20.00 ,43.67 ,70.96 ,53.25 ,0.36 ,
16862.00 ,142.43 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,72.25 ,26.55 ,0.40 ,
16863.00 ,148.99 ,39.00 ,24.00 ,21.00 ,20.00 ,43.62 ,75.51 ,29.85 ,0.44 ,
16864.00 ,145.55 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,81.54 ,20.41 ,0.63 ,
16865.00 ,146.08 ,39.00 ,24.00 ,21.00 ,20.00 ,43.66 ,72.07 ,30.35 ,0.53 ,
16866.00 ,138.50 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,67.09 ,27.81 ,0.24 ,
16867.00 ,148.17 ,39.00 ,24.00 ,21.00 ,20.00 ,43.58 ,68.92 ,35.67 ,0.41 ,
16868.00 ,200.01 ,39.00 ,24.00 ,21.00 ,20.00 ,43.66 ,84.31 ,72.04 ,0.51 ,
16869.00 ,136.16 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,64.37 ,28.17 ,0.48 ,
16870.00 ,141.00 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,73.31 ,24.05 ,0.67 ,
16871.00 ,159.50 ,39.00 ,24.00 ,21.00 ,20.00 ,43.73 ,64.56 ,51.21 ,0.51 ,
16872.00 ,143.62 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,72.30 ,27.72 ,0.39 ,
16873.00 ,148.69 ,39.00 ,24.00 ,21.00 ,20.00 ,43.64 ,75.56 ,29.50 ,0.30 ,
16874.00 ,148.36 ,39.00 ,24.00 ,21.00 ,20.00 ,43.67 ,75.55 ,29.15 ,0.38 ,
16875.00 ,135.28 ,39.00 ,24.00 ,21.00 ,20.00 ,43.57 ,64.32 ,27.39 ,0.26 ,
16876.00 ,143.42 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,74.32 ,25.48 ,0.21 ,
16877.00 ,195.89 ,39.00 ,24.00 ,21.00 ,20.00 ,43.68 ,78.89 ,73.32 ,0.16 ,
16878.00 ,174.87 ,39.00 ,24.00 ,21.00 ,20.00 ,43.60 ,72.61 ,58.67 ,0.17 ,
16879.00 ,137.64 ,39.00 ,24.00 ,21.00 ,20.00 ,43.57 ,68.38 ,25.69 ,0.15 ,
16880.00 ,140.56 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,68.93 ,28.04 ,0.28 ,
16881.00 ,151.33 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,76.17 ,31.52 ,0.54 ,
16882.00 ,130.42 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,62.73 ,24.06 ,0.28 ,
16883.00 ,184.86 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,68.29 ,72.96 ,0.39 ,
16884.00 ,141.95 ,39.00 ,24.00 ,21.00 ,20.00 ,43.65 ,68.81 ,29.50 ,0.36 ,
16885.00 ,159.76 ,39.00 ,24.00 ,21.00 ,20.00 ,43.54 ,64.49 ,51.73 ,0.29 ,
16886.00 ,144.72 ,39.00 ,24.00 ,21.00 ,20.00 ,43.58 ,73.04 ,28.11 ,0.33 ,
16887.00 ,137.91 ,39.00 ,24.00 ,21.00 ,20.00 ,43.75 ,68.51 ,25.65 ,0.30 ,
16888.00 ,151.46 ,39.00 ,24.00 ,21.00 ,20.00 ,43.63 ,76.84 ,30.99 ,0.25 ,
16889.00 ,136.85 ,39.00 ,24.00 ,21.00 ,20.00 ,43.58 ,65.70 ,27.57 ,0.48 ,
16890.00 ,140.07 ,39.00 ,24.00 ,21.00 ,20.00 ,43.64 ,73.93 ,22.50 ,0.46 ,
16891.00 ,135.13 ,39.00 ,24.00 ,21.00 ,20.00 ,43.68 ,67.03 ,24.41 ,0.55 ,
16892.00 ,145.10 ,39.00 ,24.00 ,21.00 ,20.00 ,43.61 ,72.26 ,29.23 ,0.37 ,
16893.00 ,147.02 ,39.00 ,24.00 ,21.00 ,20.00 ,43.66 ,77.95 ,25.40 ,0.48 ,
16894.00 ,183.39 ,39.00 ,24.00 ,21.00 ,20.00 ,43.59 ,69.10 ,70.69 ,0.24 ,
16895.00 ,176.91 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,62.90 ,70.39 ,0.56 ,
16896.00 ,137.97 ,38.00 ,24.00 ,21.00 ,20.00 ,43.62 ,63.35 ,31.00 ,0.17 ,
16897.00 ,144.61 ,38.00 ,24.00 ,21.00 ,20.00 ,43.53 ,71.64 ,29.44 ,0.25 ,
16898.00 ,147.44 ,38.00 ,24.00 ,21.00 ,20.00 ,43.60 ,76.13 ,27.71 ,0.27 ,
16899.00 ,166.30 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,66.56 ,56.16 ,0.35 ,
16900.00 ,148.62 ,38.00 ,24.00 ,21.00 ,20.00 ,43.65 ,72.68 ,32.29 ,0.46 ,
16901.00 ,142.55 ,38.00 ,24.00 ,21.00 ,20.00 ,43.74 ,69.13 ,29.69 ,0.62 ,
16902.00 ,204.41 ,38.00 ,24.00 ,21.00 ,20.00 ,43.59 ,83.79 ,77.03 ,0.35 ,
16903.00 ,145.05 ,38.00 ,24.00 ,21.00 ,20.00 ,43.63 ,71.99 ,29.43 ,0.11 ,
16904.00 ,153.38 ,38.00 ,24.00 ,21.00 ,20.00 ,43.58 ,84.46 ,25.34 ,0.28 ,
