Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
3362.00 ,121.45 ,127.00 ,52.00 ,51.00 ,65.00 ,31.90 ,69.12 ,20.43 ,0.68 ,
3363.00 ,117.59 ,128.00 ,52.00 ,50.00 ,65.00 ,31.91 ,63.02 ,22.66 ,0.53 ,
3364.00 ,119.68 ,128.00 ,52.00 ,51.00 ,65.00 ,31.83 ,62.21 ,25.65 ,0.48 ,
3365.00 ,123.80 ,127.00 ,52.00 ,51.00 ,65.00 ,30.94 ,68.44 ,24.42 ,0.43 ,
3366.00 ,136.60 ,127.00 ,52.00 ,51.00 ,65.00 ,30.95 ,81.96 ,23.69 ,0.17 ,
3367.00 ,168.81 ,126.00 ,52.00 ,50.00 ,65.00 ,30.97 ,70.53 ,67.30 ,0.27 ,
3368.00 ,159.83 ,126.00 ,52.00 ,51.00 ,65.00 ,31.86 ,67.99 ,59.98 ,0.43 ,
3369.00 ,120.70 ,126.00 ,52.00 ,50.00 ,65.00 ,31.21 ,64.34 ,25.15 ,0.22 ,
3370.00 ,143.46 ,126.00 ,52.00 ,50.00 ,65.00 ,30.38 ,61.04 ,52.04 ,0.51 ,
3371.00 ,113.53 ,127.00 ,52.00 ,50.00 ,65.00 ,31.21 ,61.90 ,20.42 ,0.32 ,
3372.00 ,160.57 ,128.00 ,52.00 ,50.00 ,65.00 ,31.19 ,64.97 ,64.41 ,0.29 ,
3373.00 ,123.78 ,128.00 ,52.00 ,50.00 ,65.00 ,31.18 ,70.79 ,21.82 ,0.14 ,
3374.00 ,118.66 ,127.00 ,51.00 ,50.00 ,65.00 ,31.21 ,64.03 ,23.43 ,0.36 ,
3375.00 ,119.86 ,127.00 ,51.00 ,50.00 ,64.00 ,31.22 ,66.36 ,22.28 ,0.34 ,
3376.00 ,147.50 ,127.00 ,51.00 ,50.00 ,65.00 ,31.26 ,61.68 ,54.57 ,0.27 ,
3377.00 ,123.55 ,127.00 ,51.00 ,50.00 ,64.00 ,31.23 ,69.27 ,23.06 ,0.09 ,
3378.00 ,130.44 ,126.00 ,51.00 ,50.00 ,64.00 ,31.38 ,73.44 ,25.61 ,0.56 ,
3379.00 ,164.83 ,128.00 ,52.00 ,51.00 ,65.00 ,31.39 ,67.58 ,65.85 ,0.25 ,
3380.00 ,150.73 ,128.00 ,52.00 ,50.00 ,65.00 ,31.30 ,54.18 ,65.25 ,0.35 ,
3381.00 ,115.61 ,128.00 ,52.00 ,50.00 ,65.00 ,31.38 ,60.16 ,24.07 ,0.33 ,
3382.00 ,123.89 ,127.00 ,52.00 ,50.00 ,64.00 ,31.29 ,66.19 ,26.42 ,0.21 ,
3383.00 ,163.97 ,127.00 ,52.00 ,50.00 ,65.00 ,31.34 ,69.34 ,63.30 ,0.19 ,
3384.00 ,117.35 ,127.00 ,52.00 ,50.00 ,65.00 ,31.39 ,64.93 ,21.03 ,0.39 ,
3385.00 ,128.89 ,127.00 ,52.00 ,50.00 ,65.00 ,31.43 ,64.91 ,32.54 ,0.30 ,
3386.00 ,168.00 ,127.00 ,52.00 ,50.00 ,65.00 ,31.39 ,71.80 ,64.81 ,0.67 ,
3387.00 ,144.63 ,127.00 ,52.00 ,50.00 ,65.00 ,31.37 ,58.60 ,54.65 ,0.21 ,
3388.00 ,119.68 ,127.00 ,52.00 ,50.00 ,65.00 ,31.36 ,67.06 ,21.26 ,0.34 ,
3389.00 ,134.84 ,127.00 ,52.00 ,50.00 ,65.00 ,31.41 ,76.11 ,27.32 ,0.31 ,
3390.00 ,112.41 ,127.00 ,52.00 ,50.00 ,65.00 ,31.43 ,59.00 ,21.98 ,0.19 ,
3391.00 ,164.98 ,127.00 ,52.00 ,50.00 ,65.00 ,31.38 ,69.22 ,64.38 ,0.33 ,
3392.00 ,122.94 ,126.00 ,52.00 ,50.00 ,65.00 ,31.50 ,67.70 ,23.74 ,0.41 ,
3393.00 ,120.46 ,125.00 ,52.00 ,50.00 ,64.00 ,31.74 ,66.56 ,22.16 ,0.39 ,
3394.00 ,149.26 ,125.00 ,52.00 ,50.00 ,65.00 ,31.70 ,60.85 ,56.71 ,0.54 ,
3395.00 ,120.31 ,125.00 ,52.00 ,51.00 ,64.00 ,31.71 ,67.22 ,21.39 ,0.46 ,
3396.00 ,120.56 ,126.00 ,52.00 ,50.00 ,65.00 ,31.69 ,68.98 ,19.90 ,0.32 ,
3397.00 ,129.63 ,126.00 ,52.00 ,50.00 ,65.00 ,31.63 ,74.59 ,23.42 ,0.61 ,
3398.00 ,135.18 ,125.00 ,52.00 ,50.00 ,64.00 ,30.74 ,80.29 ,24.15 ,0.43 ,
3399.00 ,128.84 ,125.00 ,52.00 ,50.00 ,65.00 ,30.67 ,73.13 ,25.03 ,0.27 ,
3400.00 ,138.10 ,125.00 ,52.00 ,50.00 ,64.00 ,30.68 ,77.45 ,29.97 ,0.46 ,
3401.00 ,175.93 ,125.00 ,52.00 ,50.00 ,64.00 ,30.69 ,72.14 ,73.11 ,0.15 ,
3402.00 ,163.28 ,125.00 ,52.00 ,50.00 ,64.00 ,30.70 ,66.53 ,66.05 ,0.18 ,
3403.00 ,149.06 ,125.00 ,52.00 ,50.00 ,64.00 ,30.68 ,64.18 ,54.20 ,0.16 ,
3404.00 ,113.08 ,125.00 ,52.00 ,51.00 ,64.00 ,30.67 ,61.47 ,20.95 ,0.40 ,
3405.00 ,127.49 ,125.00 ,52.00 ,51.00 ,64.00 ,30.68 ,76.58 ,20.22 ,0.17 ,
3406.00 ,159.70 ,125.00 ,52.00 ,51.00 ,64.00 ,30.42 ,65.74 ,63.54 ,0.41 ,
3407.00 ,166.30 ,123.00 ,52.00 ,51.00 ,63.00 ,30.78 ,69.14 ,66.39 ,0.85 ,
3408.00 ,115.83 ,123.00 ,52.00 ,51.00 ,63.00 ,30.29 ,58.12 ,27.43 ,0.29 ,
3409.00 ,127.49 ,123.00 ,52.00 ,51.00 ,64.00 ,30.17 ,72.90 ,24.42 ,0.20 ,
3410.00 ,112.63 ,123.00 ,52.00 ,51.00 ,64.00 ,30.25 ,60.71 ,21.67 ,0.41 ,
3411.00 ,154.22 ,124.00 ,52.00 ,50.00 ,63.00 ,30.16 ,68.00 ,56.06 ,0.38 ,
3412.00 ,114.72 ,125.00 ,52.00 ,50.00 ,63.00 ,30.55 ,60.23 ,23.95 ,0.22 ,
3413.00 ,115.72 ,124.00 ,52.00 ,50.00 ,63.00 ,30.43 ,66.02 ,19.27 ,0.36 ,
3414.00 ,121.12 ,124.00 ,52.00 ,50.00 ,64.00 ,30.45 ,68.66 ,22.01 ,0.42 ,
3415.00 ,136.61 ,125.00 ,52.00 ,50.00 ,63.00 ,29.95 ,80.73 ,25.92 ,0.52 ,
3416.00 ,122.70 ,123.00 ,52.00 ,51.00 ,64.00 ,30.21 ,72.43 ,20.06 ,0.60 ,
3417.00 ,114.53 ,123.00 ,52.00 ,50.00 ,64.00 ,30.14 ,50.75 ,33.64 ,0.41 ,
3418.00 ,154.67 ,123.00 ,52.00 ,49.00 ,64.00 ,30.27 ,49.40 ,75.00 ,0.23 ,
3419.00 ,119.22 ,123.00 ,52.00 ,50.00 ,64.00 ,30.19 ,65.01 ,24.02 ,0.45 ,
3420.00 ,132.78 ,123.00 ,52.00 ,50.00 ,64.00 ,30.21 ,72.88 ,29.70 ,0.23 ,
3421.00 ,151.61 ,123.00 ,52.00 ,50.00 ,64.00 ,30.20 ,69.65 ,51.76 ,0.31 ,
3422.00 ,115.87 ,123.00 ,52.00 ,49.00 ,64.00 ,30.09 ,64.34 ,21.43 ,0.33 ,
3423.00 ,117.45 ,122.00 ,52.00 ,50.00 ,63.00 ,30.46 ,64.38 ,22.62 ,0.41 ,
3424.00 ,129.72 ,123.00 ,52.00 ,50.00 ,63.00 ,30.25 ,70.12 ,29.34 ,0.41 ,
3425.00 ,114.34 ,123.00 ,52.00 ,49.00 ,63.00 ,30.28 ,60.61 ,23.45 ,0.48 ,
3426.00 ,122.61 ,122.00 ,52.00 ,49.00 ,63.00 ,30.05 ,69.58 ,22.98 ,0.37 ,
3427.00 ,125.25 ,122.00 ,52.00 ,49.00 ,63.00 ,30.00 ,72.12 ,23.13 ,0.25 ,
3428.00 ,133.67 ,124.00 ,52.00 ,50.00 ,64.00 ,30.23 ,78.74 ,24.70 ,0.55 ,
3429.00 ,133.54 ,124.00 ,52.00 ,50.00 ,64.00 ,30.25 ,65.20 ,38.09 ,0.23 ,
3430.00 ,126.19 ,125.00 ,52.00 ,50.00 ,65.00 ,30.23 ,71.18 ,24.78 ,0.16 ,
3431.00 ,129.50 ,123.00 ,52.00 ,49.00 ,65.00 ,29.95 ,76.99 ,22.55 ,0.61 ,
3432.00 ,142.57 ,123.00 ,52.00 ,49.00 ,65.00 ,29.98 ,59.83 ,52.76 ,0.40 ,
3433.00 ,119.76 ,123.00 ,52.00 ,49.00 ,64.00 ,30.23 ,68.40 ,21.13 ,0.39 ,
3434.00 ,126.65 ,123.00 ,52.00 ,49.00 ,64.00 ,30.21 ,75.55 ,20.88 ,0.28 ,
3435.00 ,119.96 ,122.00 ,53.00 ,49.00 ,64.00 ,30.20 ,65.91 ,23.84 ,0.20 ,
3436.00 ,134.61 ,122.00 ,52.00 ,49.00 ,65.00 ,30.01 ,77.41 ,27.19 ,0.34 ,
3437.00 ,128.72 ,122.00 ,52.00 ,49.00 ,64.00 ,30.18 ,75.09 ,23.45 ,0.37 ,
3438.00 ,137.33 ,122.00 ,52.00 ,49.00 ,64.00 ,30.08 ,82.02 ,25.23 ,0.20 ,
3439.00 ,116.44 ,123.00 ,52.00 ,49.00 ,64.00 ,29.84 ,64.16 ,22.44 ,0.51 ,
3440.00 ,113.26 ,123.00 ,52.00 ,49.00 ,64.00 ,29.83 ,65.70 ,17.73 ,0.54 ,
3441.00 ,130.29 ,122.00 ,52.00 ,49.00 ,64.00 ,29.97 ,76.86 ,23.46 ,0.78 ,
3442.00 ,121.00 ,122.00 ,52.00 ,50.00 ,64.00 ,29.77 ,66.77 ,24.46 ,0.56 ,
3443.00 ,121.18 ,123.00 ,52.00 ,49.00 ,64.00 ,29.70 ,68.94 ,22.54 ,0.14 ,
3444.00 ,168.04 ,122.00 ,52.00 ,49.00 ,64.00 ,29.90 ,78.38 ,59.76 ,0.30 ,
3445.00 ,167.17 ,122.00 ,52.00 ,49.00 ,64.00 ,30.03 ,83.94 ,53.20 ,0.43 ,
3446.00 ,179.53 ,122.00 ,52.00 ,49.00 ,64.00 ,30.11 ,76.01 ,73.41 ,0.22 ,
3447.00 ,119.92 ,122.00 ,52.00 ,49.00 ,64.00 ,30.08 ,68.92 ,20.92 ,0.51 ,
3448.00 ,142.74 ,121.00 ,52.00 ,49.00 ,64.00 ,29.96 ,84.71 ,28.07 ,0.47 ,
3449.00 ,135.44 ,122.00 ,52.00 ,49.00 ,64.00 ,29.96 ,83.31 ,22.17 ,0.21 ,
3450.00 ,181.29 ,122.00 ,52.00 ,50.00 ,64.00 ,29.97 ,82.87 ,68.45 ,0.26 ,
3451.00 ,175.27 ,122.00 ,52.00 ,49.00 ,64.00 ,30.59 ,77.56 ,67.11 ,0.74 ,
3452.00 ,163.41 ,122.00 ,52.00 ,49.00 ,63.00 ,30.44 ,69.21 ,63.75 ,0.44 ,
3453.00 ,125.24 ,122.00 ,52.00 ,49.00 ,63.00 ,30.40 ,65.00 ,29.84 ,0.35 ,
3454.00 ,139.40 ,123.00 ,52.00 ,49.00 ,64.00 ,30.39 ,80.20 ,28.81 ,0.53 ,
3455.00 ,189.91 ,121.00 ,52.00 ,49.00 ,63.00 ,29.76 ,90.24 ,69.92 ,0.41 ,
3456.00 ,125.59 ,122.00 ,52.00 ,50.00 ,63.00 ,30.64 ,70.14 ,24.81 ,0.74 ,
3457.00 ,119.84 ,121.00 ,51.00 ,50.00 ,64.00 ,29.95 ,66.08 ,23.80 ,0.33 ,
3458.00 ,114.88 ,122.00 ,52.00 ,49.00 ,63.00 ,29.90 ,64.51 ,20.48 ,0.49 ,
3459.00 ,151.82 ,121.00 ,52.00 ,49.00 ,63.00 ,29.91 ,66.93 ,54.98 ,0.29 ,
3460.00 ,119.56 ,122.00 ,51.00 ,50.00 ,63.00 ,29.93 ,66.96 ,22.68 ,0.44 ,
3461.00 ,112.80 ,122.00 ,51.00 ,50.00 ,63.00 ,30.51 ,61.20 ,21.10 ,0.23 ,
3462.00 ,127.21 ,121.00 ,52.00 ,50.00 ,63.00 ,30.41 ,74.22 ,22.58 ,0.20 ,
3463.00 ,162.70 ,122.00 ,51.00 ,50.00 ,64.00 ,29.77 ,75.89 ,57.04 ,0.35 ,
3464.00 ,175.63 ,122.00 ,51.00 ,50.00 ,63.00 ,30.39 ,77.73 ,67.51 ,0.14 ,
3465.00 ,113.24 ,123.00 ,51.00 ,50.00 ,64.00 ,30.60 ,61.86 ,20.79 ,0.49 ,
3466.00 ,134.34 ,122.00 ,51.00 ,50.00 ,64.00 ,30.57 ,81.74 ,22.03 ,0.42 ,
3467.00 ,111.68 ,122.00 ,52.00 ,50.00 ,64.00 ,30.60 ,59.27 ,21.81 ,0.09 ,
3468.00 ,130.20 ,121.00 ,51.00 ,49.00 ,64.00 ,30.66 ,80.07 ,19.47 ,0.59 ,
3469.00 ,115.60 ,121.00 ,51.00 ,50.00 ,63.00 ,30.69 ,59.09 ,25.83 ,0.48 ,
3470.00 ,124.33 ,122.00 ,51.00 ,49.00 ,63.00 ,30.68 ,69.06 ,24.60 ,0.52 ,
3471.00 ,168.60 ,122.00 ,51.00 ,49.00 ,63.00 ,30.65 ,80.80 ,57.15 ,0.46 ,
3472.00 ,150.17 ,122.00 ,51.00 ,49.00 ,63.00 ,30.66 ,68.26 ,51.25 ,0.56 ,
3473.00 ,136.08 ,122.00 ,51.00 ,50.00 ,63.00 ,30.69 ,74.16 ,31.23 ,0.21 ,
3474.00 ,122.08 ,121.00 ,51.00 ,50.00 ,63.00 ,30.67 ,71.14 ,20.28 ,0.31 ,
3475.00 ,172.10 ,122.00 ,51.00 ,49.00 ,63.00 ,30.68 ,84.27 ,57.15 ,0.28 ,
3476.00 ,124.81 ,122.00 ,52.00 ,49.00 ,63.00 ,30.85 ,70.00 ,23.96 ,0.66 ,
3477.00 ,117.76 ,122.00 ,52.00 ,49.00 ,63.00 ,30.65 ,67.99 ,19.13 ,0.70 ,
3478.00 ,119.54 ,123.00 ,52.00 ,49.00 ,63.00 ,29.95 ,68.58 ,21.02 ,0.40 ,
3479.00 ,125.96 ,122.00 ,52.00 ,51.00 ,62.00 ,30.70 ,73.64 ,21.62 ,0.35 ,
3480.00 ,121.96 ,122.00 ,52.00 ,50.00 ,62.00 ,30.03 ,70.52 ,21.42 ,0.39 ,
3481.00 ,169.24 ,122.00 ,52.00 ,50.00 ,63.00 ,30.60 ,82.78 ,55.86 ,0.41 ,
3482.00 ,132.11 ,122.00 ,52.00 ,50.00 ,63.00 ,30.60 ,69.33 ,32.17 ,0.27 ,
3483.00 ,126.23 ,123.00 ,52.00 ,50.00 ,63.00 ,30.61 ,69.75 ,25.88 ,0.44 ,
3484.00 ,128.76 ,123.00 ,52.00 ,50.00 ,63.00 ,30.59 ,76.05 ,22.11 ,0.36 ,
3485.00 ,169.88 ,122.00 ,52.00 ,50.00 ,63.00 ,30.59 ,78.61 ,60.69 ,0.30 ,
3486.00 ,165.07 ,122.00 ,52.00 ,50.00 ,63.00 ,30.49 ,81.32 ,53.26 ,0.33 ,
3487.00 ,129.02 ,121.00 ,52.00 ,50.00 ,63.00 ,30.67 ,75.81 ,22.54 ,0.45 ,
3488.00 ,124.22 ,121.00 ,52.00 ,50.00 ,63.00 ,30.69 ,72.33 ,21.20 ,0.16 ,
3489.00 ,130.81 ,121.00 ,52.00 ,50.00 ,63.00 ,30.69 ,80.45 ,19.67 ,0.17 ,
3490.00 ,127.30 ,121.00 ,52.00 ,50.00 ,63.00 ,30.76 ,66.90 ,29.64 ,0.42 ,
3491.00 ,125.82 ,122.00 ,52.00 ,50.00 ,64.00 ,30.44 ,69.78 ,25.60 ,0.36 ,
3492.00 ,156.36 ,122.00 ,52.00 ,50.00 ,64.00 ,30.13 ,63.27 ,62.97 ,0.39 ,
3493.00 ,131.06 ,122.00 ,52.00 ,50.00 ,63.00 ,30.57 ,79.85 ,20.63 ,0.57 ,
3494.00 ,159.77 ,121.00 ,52.00 ,50.00 ,63.00 ,30.57 ,66.95 ,62.25 ,0.40 ,
3495.00 ,179.81 ,121.00 ,52.00 ,50.00 ,63.00 ,30.67 ,81.47 ,67.67 ,0.33 ,
3496.00 ,132.80 ,121.00 ,52.00 ,50.00 ,63.00 ,30.04 ,82.20 ,20.56 ,0.41 ,
3497.00 ,124.66 ,121.00 ,52.00 ,50.00 ,63.00 ,30.03 ,71.65 ,22.98 ,0.10 ,
3498.00 ,161.33 ,121.00 ,52.00 ,50.00 ,63.00 ,30.67 ,73.81 ,56.84 ,0.43 ,
3499.00 ,121.08 ,121.00 ,52.00 ,50.00 ,62.00 ,29.98 ,66.69 ,24.42 ,0.52 ,
3500.00 ,123.33 ,121.00 ,52.00 ,50.00 ,62.00 ,29.99 ,68.02 ,25.32 ,0.29 ,
3501.00 ,118.90 ,121.00 ,52.00 ,50.00 ,62.00 ,29.99 ,68.05 ,20.85 ,0.13 ,
3502.00 ,181.39 ,121.00 ,52.00 ,50.00 ,62.00 ,30.01 ,81.00 ,70.38 ,0.26 ,
3503.00 ,118.03 ,121.00 ,52.00 ,50.00 ,64.00 ,30.62 ,65.48 ,21.93 ,0.38 ,
3504.00 ,113.32 ,121.00 ,52.00 ,49.00 ,64.00 ,30.03 ,61.14 ,22.15 ,0.31 ,
3505.00 ,173.10 ,122.00 ,52.00 ,49.00 ,64.00 ,30.65 ,76.14 ,66.32 ,0.35 ,
3506.00 ,116.78 ,121.00 ,52.00 ,50.00 ,64.00 ,30.63 ,62.81 ,23.34 ,0.35 ,
3507.00 ,118.95 ,121.00 ,52.00 ,50.00 ,63.00 ,30.01 ,66.46 ,22.48 ,0.33 ,
3508.00 ,140.37 ,121.00 ,52.00 ,49.00 ,63.00 ,30.62 ,84.35 ,25.41 ,0.66 ,
3509.00 ,127.66 ,121.00 ,52.00 ,49.00 ,63.00 ,30.07 ,75.77 ,21.82 ,0.30 ,
3510.00 ,120.83 ,121.00 ,51.00 ,49.00 ,63.00 ,30.38 ,67.01 ,23.45 ,0.50 ,
3511.00 ,154.53 ,121.00 ,51.00 ,50.00 ,63.00 ,30.59 ,58.19 ,65.75 ,0.39 ,
3512.00 ,120.90 ,121.00 ,52.00 ,50.00 ,62.00 ,30.57 ,67.02 ,23.31 ,0.41 ,
3513.00 ,116.78 ,123.00 ,51.00 ,49.00 ,63.00 ,30.60 ,65.02 ,21.15 ,0.29 ,
3514.00 ,170.99 ,122.00 ,51.00 ,50.00 ,63.00 ,30.33 ,86.16 ,54.50 ,0.33 ,
3515.00 ,130.70 ,122.00 ,51.00 ,50.00 ,63.00 ,30.23 ,68.48 ,31.99 ,0.39 ,
3516.00 ,127.16 ,123.00 ,51.00 ,50.00 ,63.00 ,30.22 ,76.91 ,20.04 ,0.33 ,
3517.00 ,120.27 ,123.00 ,51.00 ,50.00 ,63.00 ,30.24 ,72.25 ,17.78 ,0.16 ,
3518.00 ,181.18 ,123.00 ,52.00 ,50.00 ,63.00 ,30.25 ,80.01 ,70.92 ,0.37 ,
3519.00 ,125.71 ,121.00 ,52.00 ,50.00 ,62.00 ,30.24 ,73.27 ,22.19 ,0.41 ,
3520.00 ,135.87 ,122.00 ,52.00 ,50.00 ,62.00 ,30.42 ,82.84 ,22.61 ,0.47 ,
3521.00 ,127.06 ,122.00 ,52.00 ,49.00 ,62.00 ,30.44 ,71.01 ,25.61 ,0.18 ,
3522.00 ,120.50 ,122.00 ,52.00 ,49.00 ,62.00 ,30.43 ,65.66 ,24.40 ,0.09 ,
3523.00 ,121.72 ,122.00 ,51.00 ,49.00 ,63.00 ,30.39 ,67.59 ,23.74 ,0.29 ,
3524.00 ,153.75 ,122.00 ,51.00 ,49.00 ,62.00 ,30.14 ,77.33 ,46.28 ,0.47 ,
3525.00 ,111.33 ,122.00 ,51.00 ,49.00 ,63.00 ,30.21 ,58.39 ,22.74 ,0.33 ,
3526.00 ,153.98 ,122.00 ,52.00 ,49.00 ,63.00 ,30.23 ,60.25 ,63.50 ,0.31 ,
3527.00 ,153.56 ,121.00 ,52.00 ,49.00 ,62.00 ,30.00 ,67.51 ,56.05 ,0.47 ,
3528.00 ,120.65 ,122.00 ,52.00 ,49.00 ,62.00 ,30.45 ,66.69 ,23.51 ,0.30 ,
3529.00 ,124.50 ,123.00 ,52.00 ,49.00 ,62.00 ,30.50 ,69.48 ,24.52 ,0.42 ,
3530.00 ,168.41 ,122.00 ,52.00 ,49.00 ,63.00 ,30.21 ,72.56 ,65.64 ,0.49 ,
3531.00 ,125.50 ,121.00 ,52.00 ,49.00 ,63.00 ,30.40 ,73.43 ,21.68 ,0.32 ,
3532.00 ,128.83 ,120.00 ,51.00 ,49.00 ,62.00 ,29.77 ,79.12 ,19.93 ,0.62 ,
3533.00 ,121.21 ,120.00 ,51.00 ,49.00 ,62.00 ,29.83 ,70.88 ,20.51 ,0.15 ,
3534.00 ,164.20 ,120.00 ,52.00 ,49.00 ,62.00 ,30.05 ,71.04 ,63.11 ,0.31 ,
3535.00 ,168.59 ,120.00 ,51.00 ,49.00 ,62.00 ,30.06 ,73.31 ,65.22 ,0.18 ,
3536.00 ,167.32 ,120.00 ,51.00 ,49.00 ,63.00 ,29.91 ,74.44 ,62.98 ,0.31 ,
3537.00 ,132.72 ,122.00 ,52.00 ,49.00 ,62.00 ,30.11 ,79.67 ,22.95 ,0.44 ,
3538.00 ,115.79 ,121.00 ,51.00 ,49.00 ,62.00 ,30.53 ,60.67 ,24.59 ,0.48 ,
3539.00 ,150.17 ,120.00 ,51.00 ,48.00 ,62.00 ,30.56 ,71.03 ,48.58 ,0.25 ,
3540.00 ,135.57 ,120.00 ,51.00 ,48.00 ,62.00 ,30.54 ,80.56 ,24.46 ,0.31 ,
3541.00 ,129.94 ,120.00 ,51.00 ,49.00 ,62.00 ,30.57 ,79.69 ,19.68 ,0.26 ,
3542.00 ,171.69 ,121.00 ,51.00 ,48.00 ,62.00 ,30.56 ,75.43 ,65.70 ,0.25 ,
3543.00 ,128.38 ,122.00 ,51.00 ,48.00 ,63.00 ,30.77 ,77.63 ,19.98 ,0.48 ,
3544.00 ,117.65 ,121.00 ,51.00 ,48.00 ,63.00 ,30.77 ,66.84 ,20.04 ,0.33 ,
3545.00 ,120.27 ,121.00 ,51.00 ,49.00 ,62.00 ,30.45 ,68.86 ,20.97 ,0.33 ,
3546.00 ,134.77 ,120.00 ,51.00 ,49.00 ,63.00 ,30.64 ,79.33 ,24.79 ,0.79 ,
3547.00 ,129.13 ,120.00 ,51.00 ,48.00 ,64.00 ,30.88 ,73.40 ,24.85 ,0.47 ,
3548.00 ,131.24 ,121.00 ,51.00 ,49.00 ,63.00 ,30.60 ,77.06 ,23.59 ,0.27 ,
3549.00 ,131.01 ,122.00 ,51.00 ,48.00 ,62.00 ,31.78 ,78.71 ,20.53 ,0.26 ,
3550.00 ,143.31 ,121.00 ,51.00 ,48.00 ,62.00 ,30.77 ,89.37 ,23.16 ,0.40 ,
3551.00 ,134.44 ,121.00 ,52.00 ,49.00 ,63.00 ,32.01 ,80.67 ,21.76 ,0.43 ,
3552.00 ,166.21 ,121.00 ,52.00 ,49.00 ,62.00 ,31.98 ,81.32 ,52.91 ,0.39 ,
3553.00 ,176.07 ,122.00 ,52.00 ,48.00 ,62.00 ,31.98 ,74.07 ,70.02 ,0.63 ,
3554.00 ,139.63 ,121.00 ,52.00 ,48.00 ,62.00 ,32.17 ,86.16 ,21.31 ,0.32 ,
3555.00 ,134.42 ,122.00 ,51.00 ,48.00 ,62.00 ,31.97 ,80.75 ,21.70 ,0.38 ,
3556.00 ,148.31 ,122.00 ,52.00 ,48.00 ,62.00 ,31.97 ,76.57 ,39.77 ,0.11 ,
3557.00 ,125.36 ,122.00 ,52.00 ,48.00 ,62.00 ,30.80 ,72.33 ,22.23 ,0.52 ,
3558.00 ,131.28 ,120.00 ,51.00 ,48.00 ,62.00 ,31.96 ,75.10 ,24.22 ,0.60 ,
3559.00 ,114.42 ,121.00 ,51.00 ,48.00 ,62.00 ,30.79 ,56.76 ,26.87 ,0.15 ,
3560.00 ,128.58 ,121.00 ,51.00 ,48.00 ,62.00 ,32.01 ,73.13 ,23.44 ,0.40 ,
3561.00 ,132.63 ,121.00 ,51.00 ,48.00 ,62.00 ,31.96 ,74.72 ,25.94 ,0.19 ,
3562.00 ,129.59 ,121.00 ,51.00 ,48.00 ,62.00 ,30.78 ,74.75 ,24.06 ,0.21 ,
3563.00 ,140.10 ,121.00 ,51.00 ,48.00 ,62.00 ,30.75 ,75.19 ,34.16 ,0.57 ,
3564.00 ,154.61 ,121.00 ,51.00 ,48.00 ,62.00 ,30.70 ,69.88 ,54.03 ,0.64 ,
3565.00 ,126.40 ,121.00 ,51.00 ,48.00 ,62.00 ,30.79 ,69.70 ,25.90 ,0.19 ,
3566.00 ,137.48 ,120.00 ,51.00 ,48.00 ,62.00 ,30.72 ,76.27 ,30.49 ,0.59 ,
3567.00 ,129.20 ,120.00 ,51.00 ,48.00 ,62.00 ,30.59 ,71.17 ,27.44 ,0.38 ,
3568.00 ,180.29 ,120.00 ,51.00 ,48.00 ,62.00 ,30.87 ,78.53 ,70.89 ,0.35 ,
3569.00 ,140.85 ,120.00 ,50.00 ,48.00 ,62.00 ,30.85 ,85.82 ,24.18 ,0.11 ,
3570.00 ,130.67 ,121.00 ,51.00 ,48.00 ,62.00 ,30.89 ,70.59 ,29.20 ,0.38 ,
3571.00 ,127.10 ,121.00 ,51.00 ,48.00 ,62.00 ,30.87 ,71.87 ,24.36 ,0.53 ,
3572.00 ,159.41 ,119.00 ,51.00 ,48.00 ,62.00 ,30.44 ,57.53 ,71.44 ,0.61 ,
3573.00 ,180.86 ,119.00 ,51.00 ,48.00 ,62.00 ,30.51 ,78.61 ,71.74 ,0.31 ,
3574.00 ,169.43 ,119.00 ,51.00 ,48.00 ,61.00 ,30.65 ,71.38 ,67.40 ,0.50 ,
3575.00 ,120.74 ,119.00 ,51.00 ,48.00 ,61.00 ,30.64 ,70.18 ,19.92 ,0.11 ,
3576.00 ,194.40 ,120.00 ,51.00 ,48.00 ,62.00 ,30.68 ,88.28 ,75.44 ,0.31 ,
3577.00 ,129.04 ,120.00 ,51.00 ,48.00 ,62.00 ,30.64 ,77.42 ,20.98 ,0.37 ,
3578.00 ,141.21 ,120.00 ,51.00 ,48.00 ,61.00 ,30.52 ,79.13 ,31.57 ,0.32 ,
3579.00 ,168.20 ,120.00 ,51.00 ,48.00 ,61.00 ,30.48 ,76.80 ,60.92 ,0.32 ,
3580.00 ,188.68 ,119.00 ,51.00 ,48.00 ,62.00 ,30.62 ,87.43 ,70.64 ,0.63 ,
3581.00 ,174.73 ,119.00 ,51.00 ,48.00 ,61.00 ,30.62 ,75.01 ,69.10 ,0.24 ,
3582.00 ,175.91 ,120.00 ,51.00 ,48.00 ,61.00 ,30.95 ,81.45 ,63.52 ,0.35 ,
3583.00 ,139.45 ,119.00 ,51.00 ,48.00 ,61.00 ,30.95 ,84.08 ,24.42 ,0.21 ,
3584.00 ,151.69 ,119.00 ,51.00 ,48.00 ,62.00 ,30.99 ,93.35 ,27.36 ,0.58 ,
3585.00 ,158.18 ,119.00 ,51.00 ,48.00 ,62.00 ,30.84 ,71.36 ,55.98 ,0.42 ,
